statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟥,NCT02310542,,2017,Comparison of Two Extracorporeal Liver Support System (With or Without Recirculation) : MARS (Molecular Adsorbents Recirculating System) Versus SPAD (Single Pass Albumin Dialysis) in Severe Liver Failure.,MARSPAD,False,False,False
🟥,NCT02763670,,2017,Comparison of Patient Care Management Strategies of Heart Failure in the Rhône-Alpes Region. A Clinical and Economic Study.,EFFICARD,False,False,False
🟥,NCT03056170,,2017,Neurophysiological Impact of a Fronto-temporal Transcranial Direct Current Stimulation (tDCS) in Healthy Subjects: a Multimodal Imaging Approach,COMBI-STIM,False,False,False
🟥,NCT02234349,,2017,Impact of Duodena-pancreatic Transplantation on Bile Acids and Incretins Metabolism.,ITABI,False,False,False
🟥,NCT02934217,,2017,Does Cyclosporine ImpRove Clinical oUtcome in ST Elevation Myocardial Infarction Patients at 3 Years of Follow-up. CIRCUS II Study,CIRCUS II,False,False,False
🟥,NCT03090204,,2017,Strain Analysis as a Right Ventricle Contractility Marker,,False,False,False
🟥,NCT03119818,,2017,Intracellular Phosphate and Adenosine Triphosphate (ATP) Concentration Evolution by Magnetic Resonance (MR) Spectroscopy in Patients During Hemodialysis,CIPHEMO,False,False,True
🟥,NCT02238418,2013-002710-13,2017,Vitamin D Supplementation in Children and Adolescents Seen in the Paediatric Nephrology Service: Study of the Efficacy of Service Usual Care (Cholecalciferol) and Its Impact on Calciuria.,VITATOL,False,False,True
🟥,NCT02145780,,2017,Polyphenols: Protection From Overfeeding-induced Insulin Resistance?,Poly-Nut,False,False,True
🟥,NCT02906514,,2017,Priming of Cardiopulmonary Bypass With Hydroxyethyl Starch 130/0.4 or Sodium Chloride 0.9% : a Double Blind Randomized Pilot Study in Adult Elective Conventional Cardiac Surgery,OPTIMUS-PRIME,False,False,False
🟥,NCT02868658,,2017,Incidence of Symptomatic and Asymptomatic Influenza Among Healthcare Workers : A Multicenter Cohort Study,AFP,False,False,True
🟥,NCT01881555,,2017,FUnctional Testing Underlying Coronary REvascularisation.,FUTURE,False,False,True
🟥,NCT02695823,,2017,Incidence of Intracranial Hypertension During Liver Transplantation Estimated by Non-invasive Ultrasound Methods.,TOH-HTIC,False,False,False
🟩,NCT01965574,,2017,Evaluation of Performance Diagnosis of Hemodynamic Parameters of Preload Dependence in ARDS Patients During Prone Position,PRD-ARDS-PP,True,True,True
🟥,NCT03153917,,2017,Wake-sleep Cycle and Melatonin Secretion Dynamics Associated With 12 Hours Shift Work in French Nurses,MELACTI-12,False,False,False
🟧,NCT01862211,,2017,"POLYGEN DEFI-ALPHA : Genetic Polymorphisms Study in Children With Alpha-1 Antitrypsin Deficiency, Included in the DEFI-ALPHA Cohort",Polygen,False,True,True
🟥,,2015-002327-26,2017,"EVALUATION DES PLAQUES CAROTIDIENNES SYMPTOMATIQUES ET ASYMPTOMATIQUES en IMAGERIE HYBRIDE TEP-IRM AU FLUORURE (18F) DE SODIUM 
 
 
 EVALUATION DES PLAQUES CAROTIDIENNES SYMPTOMATIQUES ET ASYMPTOMATIQUES en IMAGERIE HYBRIDE TEP-IRM AU FLUORURE (18F) DE SODIUM","CARTIS 
 
 
 CARTIS",False,False,False
🟧,NCT01370798,,2017,Local Oestrogen Versus Placebo as Preoperative Treatment in Patients With Severe Hypospadias: Effects on Post-operative Complications.,HYPOSPADES,False,True,True
🟥,NCT03058159,,2017,Sleep Inertia and Functional Connectivity Between Brain Regions at Awakening : a Functional Magnetic Resonance Imaging (fMRI) Study,,False,False,False
🟥,NCT02368509,,2017,Sensory Approach of Food Modifications Led by Chemotherapy,,False,False,False
🟥,NCT02252003,,2017,Development of a New Pain Rating Scale for Children and Validation Against Criteria by Comparison With Faces Pain Scale - Revised (FPS-R) and Visual Analogue Scale (VAS),NOUNOURS,False,False,False
🟥,NCT02933177,,2017,Study on Effectiveness of Flash Mediation Therapy in the Context of Acute Psychological and Behavioral Symptoms of Dementia in Nursing Homes,,False,False,False
🟥,NCT02720471,,2017,Local Analgesia Versus Local Peroperative Infiltration After Total Hip Replacement,ALRIAL,False,False,False
🟥,NCT02416037,,2017,Trans-Pulmonary Pressure and Prone Position in Ards Patients,T3P,False,False,False
🟥,,2014-003661-18,2017,"Phase II study evaluating the efficacy of aflibercept for the treatment of choroidal neovascularization complicating angioid streaks in young subjects: the ASTRID study 
 
 
 
 Etude ASTRID Etude de phase II évaluant l’efficacité de l’Aflibercept pour le traitement de la néovascularisation choroïdienne compliquant des STRIes angioïDes du sujet jeune","ASTRID 
 
 
 ASTRID",False,False,True
🟥,NCT02822651,,2017,SCOPYD Study: Development of a Predictive Clinical Score of Hypovitaminosis D,SCOPYD,False,False,False
🟥,NCT02816359,,2017,Impact of Patient Position on the Value of Esophageal Pressure. pEsition Study.,pEsition,False,False,False
🟥,NCT02726984,,2017,Assessment of Symptomatic and Asymptomatic Carotid Plaques Using Hybrid Imaging 18F-sodium Fluoride PET/MR,CARTIS,False,False,False
🟥,NCT02753179,,2017,Quality of Life and Dynamic Visual Acuity in Patients With Bilateral Vestibulopathy: the Impact of Covert-saccades,COSQOL,False,False,False
🟥,,2010-023686-22,2017,Traitement préopératoire des hypospades sévères par oestrogènes locaux versus placebo : effet sur les défauts de cicatrisation post opératoires,,False,False,False
🟥,NCT02618200,,2017,Creation of a Multimodality Image Database (MRI + Ultrasound) for the Development of a Computer Aided Diagnostic (CAD) System in Patients With Prostate Cancer,Echo-CAD,False,False,False
🟥,NCT01796015,,2017,Intracranial Hypertension Detection Using Optic Nerve Sheath Diameter Measurement in Children,DENO,False,False,False
🟥,NCT02342938,,2017,,SEMAINE,False,False,False
🟥,,2014-003120-48,2017,"Etude des modulations du système immunitaire des patients atteints de mélanome et traités par anticorps monoclonaux anti-PD1. Etude concernant les patients atteints de mélanome métastatique  
 
 
 
 Etude des modulations du système immunitaire des patients atteints de mélanome et traités par anticorps monoclonaux anti-PD1. Etude concernant les patients atteints de mélanome métastatique",,False,False,False
🟥,NCT01663753,,2018,Diagnostic Performance of 18F-FDG-PET and Diffusion-weighted MRI in the Assessment of Stage IB to IIB2 Cervical Squamous-cell Carcinoma Response to Concomitant Radiochemotherapy and Brachytherapy,ERRICC,False,False,False
🟥,NCT02097784,,2018,Interest of the Echocardiography in the Management of Cirrhotic Patients With Acute Kidney Injury,,False,False,False
🟧,NCT02011373,,2018,Efficacy of IFABONDTM Synthetic Glue for Fixation of Implanted Material in Laparoscopic Sacrocolpopexy: a Prospective Multicenter Study,PRO-COLLE,False,True,True
🟧,NCT01955174,,2018,"Endoscopic Injection of Botulinum Toxin in Patients With Hypercontractile Esophageal Motility Disorders: a Prospective, Randomized, Double-blind, Controlled Study",TIBOH,False,True,True
🟥,NCT02574299,,2018,Characterization of Ascending and Descending Auditory Processing Involved in the Encoding of Speech Sounds in Adult and Children: Variability Related to Changes in Sensory Input or a Neurodevelopmental Disorder or Targeted Remediation,PRODIPRICIDE,False,False,False
🟥,NCT03205774,,2018,Effect of Positioning on Ultrasound Examination of the Gastric Antrum,,False,False,False
🟥,NCT02899676,,2018,Neural Bases of Arithmetic Processing: MRIf Study in Adults and Children,,False,False,False
🟥,NCT01791842,,2018,TREATMENT OF FIBROUS DYSPLASIA OF BONE WITH TOCILIZUMAB AMONG PATIENTS WHO DO NOT RESPOND TO BISPHOSPHONATES. THE TOCIDYS TRIAL.,TOCIDYS,False,False,False
🟥,NCT03058133,,2018,Neural Correlates of Multimodal Face/Voice Processing in a Gender Task.,Face-Voice,False,False,False
🟩,NCT02848144,,2018,Pediatric Immune Response to Infectious Shock,PedIRIS,True,True,True
🟥,NCT03015558,,2018,Transcranial Direct Current Stimulation (tDCS) for Neuropathic Chronic Pain : Study of the Opercular-insular Cortex Stimulation,STIM-INSULA,False,False,False
🟧,NCT03152019,,2018,"Efficacy and Safety of a 0.1% Tacrolimus Nasal Ointment as a Treatment for Epistaxis in Hemorrhagic Hereditary Telangiectasia (HHT) - A Double Blind, Randomized, Placebo-controlled, Multicenter Trial",TACRO,False,True,True
🟥,NCT02894996,,2018,Does the Response to a Mini-fluid Challenge of 3ml/kg in 2 Minutes Predict Fluid Responsiveness for Elective Pediatric Anesthetized Patient?,PEDIFLUID,False,False,False
🟥,NCT01250132,,2018,Are Ante-hypophyseal Dysfunctions in the Acute Phase of Moderate to Severe Traumatic Brain Injury Predictive of Long-term Ante-hypophyseal Sequelae in Children?,Endoc-TC,False,False,False
🟥,NCT02484716,,2018,Efficacy of a Timolol Nasal Spray as a Treatment for Epistaxis in Hereditary Hemorrhagic Telangiectasia (HHT) - Randomized Trial Versus Placebo,TEMPO,False,False,False
🟥,,2015-000385-55,2018,"TEMPO : Efficacité du TIMOLOL en administration nasale pour le traitement des épistaxis dans la maladie de Rendu-Osler. Essai randomisé en double insu contre placebo 
 
 
 
 TEMPO : Efficacité du TIMOLOL en administration nasale pour le traitement des épistaxis dans la maladie de Rendu-Osler. Essai randomisé en double insu contre placebo","TEMPO 
 
 
 TEMPO",False,False,False
🟥,NCT03003429,,2018,Correlation Study Between Heart Rate Variability and Anxiety in Anorexia Nervosa,VARIASTRESS,False,False,False
🟥,NCT02707705,,2018,Premedication With an Auricular Acupuncture Protocol in Elective Cesarean Section .,CESAUR,False,False,False
🟥,NCT02593292,,2018,Program of Research for the Optimization of a Supervised Patient Pathway for Expectant According to Risk in Obstetrics,PROSPERO,False,False,False
🟥,NCT02129972,,2018,Evaluation of the Video Capsule Colonoscopy for the Detection and the Control of Colon Lesions in Children Presenting Confirmed or Suspected Inflammatory Bowel Disease,VICCOINBODI,False,False,False
🟥,NCT03059758,,2018,Deductive Reasoning and Math Learning Difficulty: an fMRI Study in Children,,False,False,False
🟥,NCT02420158,,2018,"Sympatho-vagal Balance in Patients With Irritable Bowel Syndrome, and Evaluation of a Transcutaneous Vagal Nerve Electrical Stimulation on Symptoms and Quality of Life",StVSII,False,False,False
🟥,NCT03206840,,2018,"The Neural Correlates of the "" Self "" in Altered States of Consciousness",NeuCoSe,False,False,False
🟥,NCT02000570,,2018,Abilities of Dynamic Preload Dependence Indicators to Predict Fluid Responsiveness During Neurosurgery in Sitting Position,,False,False,False
🟥,NCT02361528,,2018,"A Double-Blind, Randomized, Placebo-controlled Multicenter Trial of GRanulocyte-Macrophage Colony-stimulating Factor Administration to Decrease ICU Acquired Infections in Sepsis-induced ImmunoDepression",GRID,False,False,False
🟥,NCT03319264,,2018,Sarcopenia in Axial and Peripheral Spondyloarthropathies,SASPAR,False,False,False
🟩,NCT02139813,,2018,Prospective Multicentric Randomized Trial of Efficiency and Safety of Laparoscopic Omega Loop Bypass Versus Roux-en-Y Gastric Bypass,YOMEGA,True,True,True
🟥,NCT02722096,,2018,Creation of Arteriovenous Ante-brachial Fistula Under Axillary Block Versus Local Anesthesia : Impact on Early Complications,FAV ss ALR,False,False,False
🟥,NCT02868645,,2018,Interest of Serum Periostin Dosage in Patients With Bone Fibrous Dysplasia,PERIOSTINE,False,False,False
🟥,NCT01993251,,2018,Does Melatonin Restore Sleep Architecture in Autistic Children?,SOMELIA,False,False,False
🟥,NCT01730560,,2018,Rehabilitation For Acquired Visual Field Defects: Development Of A Bottom-Up Approach,VISIOTRAIN,False,False,False
🟥,,2013-001230-17,2018,"La mélatonine restaure-t-elle l’architecture du sommeil chez les enfants avec autisme ? Etude de phase II. 
 
 
 La mélatonine restaure-t-elle l’architecture du sommeil chez les enfants avec autisme ? Etude de phase II.",SOMELIA,False,False,False
🟥,NCT03126123,,2018,Assessment of the Predictive Value of the Acetic Acid Test in Surgery Condition for the Detection of Dysplastic Lesions in Patients With Anal Condylomatosis,,False,False,False
🟥,NCT02323256,,2018,Neurophysiological Measures During Sound and Speech Perception in Cochlear Implanted Patients and Development of New Speech Rehabilitation Tools,NEUROSYLLABIC,False,False,False
🟥,NCT03108976,,2018,Build-up of Action Representation During Neurodevelopment: Dysfunctions in Autism Spectrum Disorders?,ASD-BARN,False,False,False
🟥,NCT02348073,,2018,Efficacy of Phosphatidylserine Enriched With Polyunsaturated n-3 Fatty Acid Supplementation on Attention Deficit Disorders in Children With Epilepsy. A Randomized Double-blind Placebo-controlled Trial,AGPIn3,False,False,False
🟥,NCT03233282,,2018,Electrophysiological and Bioenergetic Study of Variations in Cognitive and Physical Performance in Healthy Humans: EEG Monitoring for PERFormance Anticipation,MEEGAPERF,False,False,False
🟥,NCT02816372,,2018,Ultra Protective Ventilation Without Extracorporeal Circulation in Severe ARDS Patients (VT4ARDS),VT4ARDS,False,False,False
🟧,NCT02213640,,2018,Potentiation of the Effects of Prismatic Adaptation by Transcranial Direct Current Stimulation (tDCS) : Evaluation of Functional Interest in Negligence Rehabilitation,PRIStiM1,False,True,True
🟥,NCT02756429,,2018,,REMI-2,False,False,False
🟥,NCT03130322,,2018,Neurophysiological Correlates of Sleep Motor Consolidation Following Motor Imagery Practice,,False,False,False
🟥,,2011-005838-19,2018,"MEDICO-ECONOMIC EVALUATION OF SURGERY GUIDED BY FLUORESCENCE FOR THE OPTIMIZATION OF THE RESECTION OF GLIOBLASTOMAS - THE RESECT STUDY  
 
 
 EVALUATION MEDICO-ECONOMIQUE DE LA CHIRURGIE GUIDEE PAR FLUORESCENCE POUR L'OPTIMISATION DE LA RESECTION DES GLIOBLASTOMES – ETUDE RESECT",RESECT,False,False,False
🟥,NCT02785328,,2018,Sleep-dependent Memory Consolidation in Children With Sleep Diseases,EnSOM,False,False,False
🟥,NCT02752425,,2018,Visual Feedback of Tongue by Ultrasound Echography for Speech Trouble Rehabilitation,REVISON,False,False,False
🟩,NCT01918280,,2018,"Fertility Preservation in Cases of Spermatogenesis Failure : Prospective Study for Klinefelter Syndrome With Non-mosaic Karyotype (47, XXY, Homogeneous)",FERTIPRESERVE,True,True,True
🟩,NCT02314182,,2018,GRECCAR 8 : Impact on Survival of the Primary Tumor Resection in Rectal Cancer With Unresectable Synchronous Metastasis a Randomized Multicenter Study,GRECCAR8,True,True,True
🟥,NCT02798549,,2018,Hepatitis B Virus Particles-bound Human Proteins : Identification in Clinical Samples and Implication in the Viral Life Cycle,,False,False,False
🟥,NCT02648529,,2018,Dynamic Regional Brain Maturation in Children With Localization Related Epilepsy,DYNAMAT,False,False,False
🟥,,2010-024282-41,2018,TRAITEMENT DE LA DYSPLASIE FIBREUSE DES OS CHEZ LES PATIENTS NON REPONDEURS AUX BISPHOSPHONATES PAR LE TOCILIZUMAB. L’ESSAI TOCIDYS,TOCIDYS,False,False,False
🟥,NCT02939963,,2018,Comparison of Two Ventilatory Modes During Spontaneous Breathing Trial in Intubated Patients,WEANING,False,False,False
🟥,NCT02652065,,2018,Cutaneous Microcirculation and Nervous Sensitivity in Psoriasis,MicroPso,False,False,False
🟥,NCT02199912,,2018,ANC2 Pilot Study Study of the Relationship Between Clinical and Paraclinical Markers During Situations of Cachexia and Pre-cachexia in Patients Over 70 Years With Colorectal Surgery,ANC2,False,False,False
🟩,NCT02638779,,2018,REAnimation Low Immune Status Markers,REALISM,True,True,True
🟧,NCT03363204,,2018,Interest of the BRUXENSE Occlusal Splints for Bruxism Diagnosis: a Feasibility Study,BRUXENSE,False,True,True
🟥,NCT02820909,,2018,"Interest of the Ultrasound Guidance for the Laying of Femoral Arterial and Venous Catheters in Intensive Care Unit: A Controlled, Randomized Trial: The ECHOGUIDE Study",ECHOGUIDE,False,False,True
🟥,,2014-003695-23,2019,"Phase II study evaluating the efficacy of aflibercept for the treatment of inflammatory choroidal neovascularization in young subjects: the ALINEA study 
 
 
 Etude ALINEA : Etude de phase II évaluant l’efficacité de l’Aflibercept pour le traitement de la néovascuLarIsation choroïdienNE inflAmmatoire du sujet jeune.",ALINEA,False,False,False
🟥,NCT03281460,,2019,Efficacy of In-bag Morcellation,FIBROSAC,False,False,False
🟥,NCT03520543,,2019,Positron Emission Tomography Study of alpha2-adrenergic Receptors With [11C]Yohimbine,[11C]Yohimbine,False,False,False
🟧,NCT03373864,,2019,Hypobaric Lateral Spinal Anesthesia Versus General Anesthesia: Hemodynamic Stability and Short Term Cardiovascular Complications in Elderly Patients Undergoing Hip Fracture Surgery.,RACHYP,False,True,True
🟥,NCT03094624,,2019,"Auditory Perceptual and Memory Deficits in Congenital Amusia: Studies of Cerebral Correlates With MEG, Anatomical MRI and Functional MRI",,False,False,False
🟥,NCT02556229,,2019,Phase II Study Evaluating the Efficacy of Aflibercept for the Treatment of Inflammatory Choroidal Neovascularization (CNV) in Young Patients.,ALINEA,False,False,False
🟥,NCT02392858,,2019,"Identification, in Patients Admitted to Intensive Care for Severe Influenza Respiratory Infection, of a Predictive Biomarker of Respiratory Distress",ANTIGRIPPE,False,False,False
🟥,NCT03243812,,2019,Muscle Function and Its Biological and Physiological Determinants in Sickle Cell Disease,DREPAMUSCLE,False,False,False
🟥,NCT03289793,,2019,Clinical Evaluation of a Brain Computer Interfaces (BCI)-Based Training of Attention in Children With Attention Deficit Hyperactivity Disorder (ADHD),MyB,False,False,False
🟥,NCT02816632,,2019,Feedbacks' Influence on Decision Making Processes,Feedbacks,False,False,False
🟥,NCT02890017,,2019,Medico-economical Evaluation of Patient-hotel in Urology,HOTELAMBU,False,False,False
🟥,NCT02216162,,2019,"PROACTIVE Study Evaluation of the Impact of a Multidimensional Geriatric Intervention Program Including a Regular Physical Training, a Medical and Nutritional Follow-up, on Adjuvant Hormonal Treatment Compliance in Breast Cancer Patients Over 70 Years.",PROACTIVE,False,False,False
🟥,NCT02585544,,2019,Ambulatory Prolapse Surgery: Feasibility Study,PROLAMBU,False,False,False
🟥,NCT02257502,,2019,Phase II Study Evaluating the Efficacy of Aflibercept for the Treatment of Iodiopathic Choroidal Neovascularization in Young Patients,INTUITION,False,False,False
🟩,NCT03201575,,2019,REmote Ischemic COnditioning in Septic Shock: The RECO-Sepsis Study,RECO-Sepsis,True,True,True
🟧,NCT03738592,,2019,Spatial Hearing Perception in Bilateral Cochlear Implant Children,SPHERIC1,False,True,True
🟥,NCT03180359,,2019,"Vaccines Immunogenicity in Children Transplanted or Candidate for a Renal, Hepatic, Cardiac or Pulmonary Transplantation, Followed in the Rhône-Alpes Region. A Descriptive and Prospective Monocentric Cohort Study",COVAGREF,False,False,False
🟥,,2015-005799-90,2019,"E L I C O : Evaluation de la Lidocaïne par voie Intraveineuse en chirurgie Carcinologique ORL Essai thérapeutique randomisé, contrôlé, en double aveugle, versus placebo évaluant l'épargne morphinique et la douleur chronique postopératoire 
 
 
 E L I C O : Evaluation de la Lidocaïne par voie Intraveineuse en chirurgie Carcinologique ORL Essai thérapeutique randomisé, contrôlé, en double aveugle, versus placebo évaluant l'épargne morphinique et la douleur chronique postopératoire","ELICO 
 
 
 ELICO",False,False,False
🟥,,2018-000307-17,2019,"Microcirculatory and Macrocirculatory Effects of Landiolol on Postoperative Atrial Fibrillation: a Randomized Study. MMELPOAF study. 
 
 
 
 Effets Microcirculatoires et Macrocirculatoires du Landiolol dans la Fibrillation Auriculaire Post-opératoire: Une Etude Randomisée. Etude MMELPOAF","MMELPOAF 
 
 
 MMELPOAF",False,False,False
🟥,NCT03041870,,2019,Relationship Between Serotonin and Brain Response to Social Dominance Perception and Emotion: a Combined [11C]DASB-PET/fMRI Study in Humans,SERODOM,False,False,False
🟥,NCT01988480,,2019,Clinical Assessment of Innovative Procedure Using Image-guided Surgery to Avoid Sinus Lift,SINIMAGE,False,False,False
🟥,NCT03717311,,2019,Pilot Study of the Metabolic Signature of 13C-enriched Wheat Bran Linked to Intestinal Fermentation in Humans: Identification of New Biomarkers,FITABLE,False,False,False
🟥,NCT02219165,2013-005509-29,2019,Efficacy of IntraVenous ImmunoGlobulins (IVIG) in Toxic Shock Syndromes (Staphylococcal and Streptococcal): a Paediatric Pilot Study.,IVIG,False,False,True
🟥,NCT03807791,,2019,Study of Prevalence and Risk Factors of Hypovitaminosis C in Long Term Care Unit,Vitamin C,False,False,False
🟥,NCT03773900,,2019,Characterization of Gut Microbiota Composition and Activity After a Daily Supplementation of 4.5 g/Day of ChitinGlucan Fibre During 3 Weeks in At-cardiometabolic Risk Volunteers,FITACHITIN,False,False,False
🟩,NCT03163628,,2019,Performance Assessment of 7 Biomarkers for the Diagnosis of Severe Bacterial Infections in Children Aged From 7 Days to 36 Months.,ANTOINE,True,True,True
🟥,NCT03462849,,2019,Expiratory Fow Assessment in ARDS Patients,FLAIR,False,False,False
🟥,NCT03286387,,2019,Contextual Associations During Episodic Recall of Everyday or Virtual Reality,BREAL,False,False,False
🟥,NCT03779178,,2019,Microcirculatory and Macrocirculatory Effects of Landiolol in Prevention of Postoperative Atrial Fibrillation: a Randomized Study.,MMELPOAF,False,False,False
🟥,NCT03004573,,2019,Functioning of the Mirror Neurons System in Parkinson's Disease and Its Impact on the Social Cognition,,False,False,False
🟥,NCT03555162,,2019,Cerebral Bases of Tool Use and Tool Evolution,TOOLBOX,False,False,False
🟩,NCT03230136,,2019,Protection During Cardiac Surgery.,ProCCard,True,True,True
🟥,NCT03212053,,2019,"Prospective Study of Different Biological Tests (Multiplate, ROTEM) in a Cohort of Patients Followed for Essential Thrombocytemia (ET)",THETE,False,False,False
🟩,NCT02894710,,2019,Intravenous Lidocaine in Carcinologic ENT Surgery: A Randomized Controlled Trial for Evaluation of Opioid Saving Strategy and Chronic Post-surgical Pain,ELICO,True,True,True
🟥,NCT03620136,,2019,Comparison of Two Techniques of Locoregional Analgesia in Total Knee Prosthesis Surgery : Block to the Adductor Channel Versus Peri-articular Local Infiltrations,SALIA,False,False,False
🟥,NCT01800136,,2019,Non-invasive Cortical Stimulation for Pharmacoresistant Neuropathic Pain: rTMS Versus tDCS,NI-MCS,False,False,False
🟥,NCT02847195,,2019,Evaluation of Pupillometry to Assess Analgesia in Children Unable to Communicate Verbally in Pediatric Intensive Care Unit (PICU),Pupillomètre,False,False,False
🟥,NCT02742506,,2019,Beneficial Effects of Music on Cognition and Consciousness Level,MUSICOREVEIL,False,False,False
🟥,NCT03354481,,2019,Automatization of Counting Procedures in Children With Dyscalculia,PROCEDYS,False,False,False
🟩,NCT03615014,,2019,Identification of Biopsychosocial Factors Predictive of the Post-traumatic Stress Disorder Occurrence in Patients Admitted to the Emergencies After Trauma,ISSUE,True,True,True
🟥,NCT03561571,,2019,Composition of Triglyceride Rich Lipoproteins and Platelet Activation in Type 2 Diabetic Women,COMPLETE,False,False,False
🟥,NCT03052556,,2019,Prevalence and Persistence of Human Papillomavirus (HPV) and of Cervical Dysplasia in a Cohort of Women With Cystic Fibrosis,MUCOHPV,False,False,False
🟥,NCT02813291,,2019,Effects of Motor Imagery Practice Combined With Transcranial Direct Current Stimulation in the Learning of a Complex Motor Sequence in Young and Elderly Subjects,MISt,False,False,False
🟥,NCT03117478,,2019,The Impact of Meditation Practice on Attention and Emotion Regulation :Studies on Neural Correlation in Brain Imagery and Biomarkers of Stress and Inflammation,MEDITATION,False,False,False
🟥,NCT03112408,,2020,Coupling Between Adaptation of Saccadic Eye Movements and Visuo-spatial Perception and Attention Processes: a Behavioural Study in Humans.,,False,False,False
🟥,NCT02284711,,2020,"Impact of Salpingectomy on Ovarian Reserve, With Comparison Between Two Coagulation Techniques",SALPOVA,False,False,False
🟥,NCT02395757,,2020,Assessment Using Microperimetry of the Risk of a Fellow Eye Progressing From Stage 3 to Stage 4 (AREDS Classification) Age-related Macular Degeneration (AMD),PREVISION,False,False,False
🟧,NCT02001272,,2020,"EWOC-1 Trial: Multicenter, Randomized Trial of Carboplatin +/- Paclitaxel in Vulnerable Elderly Patients With Stage III-IV Advanced Ovarian Cancer",EWOC-1,False,True,True
🟧,,2016-004653-32,2020,"Etude préliminaire de l’efficacité d’un α1 bloquant (la prazosine) en prévention de la survenue d’un état de stress post-traumatique chez des patients présentant un état de stress aigu. 
 
 
 Etude préliminaire de l’efficacité d’un α1 bloquant (la prazosine) en prévention de la survenue d’un état de stress post-traumatique chez des patients présentant un état de stress aigu.","PRAZOSTRESS 
 
 
 PRAZOSTRESS",False,True,True
🟩,NCT03508180,,2020,Randomized Study Assessing the Benefits of Foot Reflexology in Patients With Gastrointestinal or Thoracic Cancer With Chemotherapy,REFYO-R,True,True,True
🟥,NCT03440957,,2020,Osteopathy Treatment for Cancer Pain Related to the Confinement to Bed Pilot Study,OSTEO,False,False,False
🟥,NCT03227263,,2020,"BABH Study: Efficacy and Safety of Bevacizumab on Severe Bleedings Associated With Hemorrhagic Hereditary Telangiectasia (HHT). A National, Multicenter Phase III Study",BABH,False,False,False
🟥,NCT03790241,,2020,In Vivo Biomechanical Analysis of the Practitioner's Motion During a Peripheral Venous Catheter Insertion,ABGPVVP,False,False,False
🟥,NCT03912012,,2020,Endothelial Dysfunction Could be an Early Biomarker of Renal Impairment in Children and Adolescent With Type 1 Diabetes. Pilot Study DiaDEP,DiaDEP,False,False,False
🟥,NCT02631811,,2020,Impact on Quality of Life of an Early Management Supportive Care of Patients With Acute Leukemia in First Relapse.,Pablo Hemato,False,False,False
🟥,NCT03901885,,2020,Impact of Deep Endometriosis Surgery on Sexual Health,SSACE,False,False,False
🟥,NCT02798588,,2020,Improving Awakening Prognostication After Non Anoxic Coma Using PET-MRI in Intensive Care Unit,ETIC,False,False,False
🟥,NCT02755844,,2020,"A Phase I/II Trial to Assess the Safety and Efficacy of Metronomic Cyclophosphamide, Metformin and Olaparib in Recurrent Advanced/Metastatic Endometrial Cancer Patients",ENDOLA,False,False,False
🟥,NCT02853240,,2020,Transversal Monocentric Study of the Anatomophysiological Effect of Botulinum Toxin on the Spastic Muscle of Children With Cerebral Palsy,TOXIMUS_CP,False,False,False
🟥,NCT04078763,,2020,Rehabilitation of the Auditory Space for Bilateral Cochlear Implant Users : a Feasibility Study,RECOVER,False,False,False
🟥,NCT03109275,,2020,Connectome Characterization With Aging Using Functional and Structural MRI,AGE-CONNECT,False,False,False
🟥,NCT03081260,,2020,"Long-term Evaluation Protocol (12 Months Postoperative) of Total Knee Prostheses Anatomic With Resurfaced Patella Versus Non-resurfaced Patella in Patients Requiring Total Knee Arthroplasty Prospective, Monocentric, Randomized, Open-label Study",,False,False,False
🟩,NCT02384876,,2020,"Determination of the Optimal Dose of Ephedrine in Intraoperative Arterial Hypotension of Newborns and Infants up to 6 Months of Age. A Randomized, Controlled, Open-label, Dose Escalation Study.",EPHEDRINE,True,True,True
🟥,NCT02596412,,2020,MINIDOCS : Contribution of Augmented Reality to Reduce Pain During of Botulinum Toxin Injections in Cerebral-palsied Children. A Randomized Controlled Trial,MINIDOCS,False,False,False
🟥,NCT03299751,,2020,Evaluation of Biomarkers Combination Performance for the Diagnosis of Neonatal Sepsis in NICU Hospitalized Newborns,EMERAUDE,False,False,False
🟩,NCT02332447,,2020,Efficacy of Naloxone in Reducing Postictal Central Respiratory Dysfunction in Patients with Epilepsy,ENALEPSY,True,True,True
🟥,,2017-001031-39,2020,"BABH Study: Efficacy and safety of bevacizumab on severe bleedings associated with Hemorrhagic Hereditary Telangiectasia (HHT). A National, randomized multicenter phase III study. 
 
 
 Etude BABH - Efficacité et tolérance du bévacizumab pour le traitement des hémorragies sévères chez les patients porteurs de la maladie de Rendu-Osler. Etude nationale, randomisée, multicentrique de phase III.","BABH 
 
 
 BABH",False,False,False
🟥,NCT03346954,,2020,Impact of [11C]-Methionine PET/MRI in the Detection of Pituitary Adenomas Secreting ACTH and Causing Cushing's Disease,IMPEC,False,False,False
🟥,NCT02729142,,2020,Longitudinal Monitoring of Bone Microarchitecture by High Resolution Peripheral Quantitative Computed Tomography of (HR-pQCT) in the Transplant Patient,TRANSOS,False,False,False
🟥,NCT02714920,,2020,DNA Repair Enzyme Signature Associated With Response to Chemo- and Radio-therapy in Head and Neck Cancer: ChemRadAssay,CHEMRAD,False,False,False
