S,NCTId,eudraCT,study_completion_year,title,acronym,has_results_or_publications_within_1y,has_results_or_publications_within_3y
🟥,NCT04106128,,2022,"Prevalence, Impact and Reversibility of Acute Diaprhagmatic Dysfunction in Acute Respiratory Detresse Measured by Diaphragmatic Echogaphy",PIRD-DRA,False,False
🟥,NCT04225182,,2022,Evaluation of the Effectiveness of a Muscular Strengthening Protocol With an Instrumented Orthosis for Gonarthrosis Patients,,False,False
🟥,NCT05119413,,2022,Comparison of a New Masterful Preparation to Kligman's Trio in the Treatment of Melasma: a Double Blind Prospective Randomzed Study,Kligman,False,False
🟥,NCT02408822,,2023,"Superiority of Drug-eluting Balloon Angioplasty Versus Plain Balloon Angioplasty for the Treatment of Hemodialysis Vascular Access Stenosis : a Multicentre, Randomized, Controlled Trial",B3AV,False,False
🟥,NCT03572842,,2023,"Functional Non Specific Immunity Monitoring After Kidney Transplantation Using an Interferon Gamma Test, QuantiFERON Monitor®",QuantiFERON,False,False
🟥,NCT03819712,,2023,Identification of Predictive Blood Biomarkers of Recurrent Urinary Tract Infections,Predict-UTI,False,False
🟥,NCT02903290,,2023,"Longitudinal Monitoring of Energy Expenditure, Dynamic Stability and Fatigue During Gait in Patients With Cerebellar Ataxia Gene",,False,False
🟥,NCT04343924,,2023,Clinical Study: Physiological Effects of Scuba Diving on PTSD by Activating the Parasympathetic System and Restoring the Optimal and Sustainable State of Balance Between the Sympathetic and Parasympathetic Autonomous Nervous System (Sympatho-vagale Scale),DIVE4NICE,False,False
🟥,NCT04074642,,2023,OCT-angiography as a Pronostic Marker for Visual Impairment in Patients Undergoing Neurosurgery for Compressive Macroadenoma : a Prospective Study.,FIRST,False,False
🟥,NCT02310451,,2023,Pilot Study of Exosomes Before and After BRAF Inhibitor Therapy in Patients With Advanced Unresectable or Metastatic BRAF Mutation-positive Melanoma,EXOSOMES,False,False
🟥,NCT04442594,,2023,REMINISCENCES : Reminiscence Triggered by Virtual Reality for Older Adults With Mood Disorders,REMINISCENCES,False,False
🟥,NCT04823039,,2023,Evaluation of Prevenar 13's Vaccine Response in Patients Hospitalized in Infectious Disease Department for Sepsis,Vaccis,False,False
🟥,NCT05292703,,2023,"Olfaction, Virtual Reality and Art in Health",OREVAS,False,False
🟥,NCT03947515,,2023,Urinary and Prostate Microbiotes and Prostate Cancer,MICROPROSTK,False,False
🟥,NCT04842773,,2023,MESSAge Study : Ultrasound Measurement of Sarcopenia in the Elder Subject,MESSAGE,False,False
🟥,NCT03671928,,2023,Study of Circulating Glicentin Levels in Patients With Intestinal Ischemia,GLICENTINEDIGE,False,False
🟥,NCT03829072,,2023,Impact of Cooking Education and Adapted Physical Activity on Nutritional Status and Quality of Life of Patients Treated by Allo Stem Cell Transplantation,NUTRITION,False,False
🟩,NCT03296709,,2023,Preformed Pediatric Crown Zirconia Versus Preformed Pediatric Metal Crown PPC Z-M,PPC Z-M,True,True
🟥,NCT03354741,,2023,Stimulation of Acupuncture Points by Athermic Laser Therapy for the Prevention of Chemotherapy Induced Nausea and Vomiting in Children,NAUVOLA,False,False
🟥,NCT05742893,,2024,Comparison of a Speech-Language Pathology Assessment Tool for Pragmatic and Discourse Skills for Patients With Schizophrenic Spectrum Disorders and Other Psychotic Disorders,VEOS,False,False
🟥,NCT03286322,,2024,Comparison of a Classical Rehabilitation Method and a Specific Rehabilitation Method of the Cervical Spine to Improve Balance in Elderly Patients,SATRACE,False,False
🟥,NCT04563923,,2024,"Treatment of Bullous Pemphigoid With Avdoralimab (IPH5401), an Anti-C5aR1 Monoclonal Antibody",IPH,False,False
🟥,NCT04175223,,2024,Study to Measure the Impact of Probiotics on Immune Activation and Neurocognitive Disorders in HIV-positive Patients With Neurocognitive Disorders,PROCOG,False,False
🟥,NCT05843747,,2024,Ex Vivo Transformation of White Adipose Tissue (WAT) Into Brown Adipose Tissue (BAT) in Morbidly Obese Patients Using the Ex Vivo Adipocyte Expansion (ExAdEx) Approach: Proof of Concept. From White to Brown Adipose Tissue,OBADEX,False,False
🟥,NCT00821925,,,Estimation of Osteoporosis' Prevalence in France: Pilot Study in the Department of the Alpes-Maritimes,,False,False
🟥,NCT02592226,,,,,False,False
🟥,NCT00696358,,,Comparative Study of 308nm Excimer Lamp and 308nm Excimer Laser in the Treatment of Vitiligo,,False,False
🟥,NCT02180932,,,,,False,False
