inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
associ�,NCT02813928,Diagnostic and Prognosis Value of Circulating DNA for CRC Patients' Surveillance After Curative Treatment,ADNCirc,Completed,No Results Available,Colorectal Cancer,Genetic: ccfDNA analysis,The presence of recurrences detected for patients curatively treated for a CRC stages II and III within the 3 years of follow-up.,"University Hospital, Limoges",All,"18 Years and older � (Adult, Older Adult)",Not Applicable,473,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,I15031,July 2016,December 2021,July 2022,"June 27, 2016",,"August 2, 2022","Aurillac Hospital, Aurillac, France|Bergonie institute, Bordeaux, France|Bordeaux University Hospital, Bordeaux, France|Les C�dres clinical, Brive-la-Gaillarde, France|Brive Hospital, Brive, France|Cahors Hospital, Cahors, France|Clermont Ferrand University Hospital, Clermont-Ferrand, France|Gueret Hospital, Gu�ret, France|La marche clinical, Gu�ret, France|Limoges Hospital, Limoges, France|Montpellier Institute, Montpellier, France|Montpellier University Hospital, Montpellier, France|Moulins Hospital, Moulins, France|Saint Antoine AP-HP, Paris, France|Perigueux clinical, P�rigueux, France|P�rigueux Hospital, P�rigueux, France|Saint Junien Hospital, Saint-Junien, France|Sainte feyre Hospital, Sainte feyre, France|Vichy Hospital, Vichy, France",,https://ClinicalTrials.gov/show/NCT02813928,NCT02813928,
oui,NCT02814864,"Trial Evaluating the Efficacy of Systemic Mesenchymal Stromal Cell (MSC) Injections for the Treatment of Severe and Chronic Radiotherapy-induced Abdomino-pelvic Complications (Pelvic Radiation Disease, PRD) Refractory to Standard Therapy",PRISME,Recruiting,No Results Available,Pelvic Radiation Therapy|Radiation-induced Hemorrhagic Cystitis,Drug: Mesenchymal Stromal Cell (MSC) injections,"Decrease of one grade on the LENT SOMA|The effect of treatment on analgesic drug consumption (analgesic, opiates).|The effect of treatment on quality of life with SF36 questionnaire|The effect of treatment on quality of life with HADS questionnaire|The effect of treatment on pain|Frequency of diarrhea",Assistance Publique - H�pitaux de Paris,All,"18 Years to 80 Years � (Adult, Older Adult)",Phase 2,12,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,P130935|2014-001462-99,"April 14, 2021",April 2022,April 2022,"June 28, 2016",,"August 3, 2021","H�matologie et th�rapie cellulaire, H�pital Saint Antoine, Paris, France",,https://ClinicalTrials.gov/show/NCT02814864,NCT02814864,
oui,NCT02818595,Development of Maternal Voice Recognition in Preterm Neonates,PREMAVOIX,Completed,No Results Available,"Infant, Premature",Device: electroencephalogram (HR-EEG)|Device: Near Infra Red Spectroscopy (NIRS),The difference in amplitude|The difference in latency,"Centre Hospitalier Universitaire, Amiens",All,up to 6 Days � (Child),Not Applicable,22,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,PI11-DR-WALLOIS,March 2013,June 2017,June 2017,"June 30, 2016",,"August 10, 2018","CHU Amiens, Amiens, France",,https://ClinicalTrials.gov/show/NCT02818595,NCT02818595,
oui,NCT02820376,Assessment of Differential Renal Function by CT in Living Donors,DOVISCAN,Completed,No Results Available,Living Donor of Kidney,Other: Differential renal function assessment by 4D CT,degree of agreement|Intra- and inter-observer reproducibility of CT DRF measurement|Radiation dose exposure for each technique|Agreement between post-processing methods for CT|Automatic post-processing for Patlak-Ruthland method,"Central Hospital, Nancy, France|Institut National de la Santé Et de la Recherche Médicale, France|University of Lorraine",All,"18 Years and older   (Adult, Older Adult)",Not Applicable,51,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic,2016-A00543-48|PSS 2016 / DOVISCAN - MANDRY /,"June 28, 2016","June 25, 2018","June 25, 2018","July 1, 2016",,"May 8, 2020","CHRU Nancy, Nancy, France",,https://ClinicalTrials.gov/show/NCT02820376,NCT02820376,
oui,NCT02823821,Randomised Evaluation of Sodium Dialysate Levels on Vascular Events,RESOLVE,Recruiting,No Results Available,End-Stage Kidney Disease,Other: Default dialysate sodium concentration of 137mmol/l|Other: Default dialysate sodium concentration of 140mmol/l,Time to first occurrence of an event in the primary composite outcome|Time to first occurrence of an event in the secondary composite outcome|Time to first occurrence of each of the individual components of the composite outcomes.,"University of Sydney|Australasian Kidney Trials Network|Australia & New Zealand Dialysis & Transplant Registry|The George Institute for Global Health, India|The George Institute for Global Health, China|Peking University People's Hospital|Institute for Clinical Evaluative Sciences|St. Michaels Hospital|University Hospital Wuerzburg, Medizinische Klinik EINS|Malaysian Society of Nephrology|Malaysian Renal Registry",All,"18 Years and older � (Adult, Older Adult)",Phase 4,50000,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research,GI-AU-RM-2016-01,June 2016,December 2024,December 2024,"July 6, 2016",,"October 10, 2022","Royal Adelaide Hospital, Adelaide, Australia|Auburn Hospital, Auburn, Australia|Moorabbin Hospital, Bentleigh East, Australia|Princess Alexandra Hospital, Brisbane, Australia|Redlands Hospital, Brisbane, Australia|Bundaberg Hospital, Bundaberg, Australia|Caloundra Hospital, Caloundra, Australia|The Canberra Hospital, Canberra, Australia|Peninsula Health, Frankston, Australia|Gympie Hospital, Gympie, Australia|Ipswich Hospital, Ipswich, Australia|Mackay Base Hospital, Mackay, Australia|Logan Hospital, Meadowbrook, Australia|Monash Health Community Dandenong, Melbourne, Australia|Casey Hospital, Melbourne, Australia|Cranbourne Integrated Care Centre, Melbourne, Australia|Nambour General Hospital, Nambour, Australia|Hampstead Dialysis Centre, Northfield, Australia|Hervey Bay Hospital, Pialba, Australia|Sunshine Coast University Hospital, Sunshine Coast, Australia|Sydney Adventist Hospital, Sydney, Australia|Concord Repatriation and General Hospital, Sydney, Australia|Blacktown Regional Dialysis Centre, Sydney, Australia|Mt Druitt Community Dialysis Centre, Sydney, Australia|Nepean Hospital, Sydney, Australia|Westmead Hospital, Sydney, Australia|The Queen Elizabeth Hospital, Woodville South, Australia|Brantford General Hospital, Brantford, Ontario, Canada|Chatam-Kent Health Alliance, Chatham, Ontario, Canada|St Joseph's Healthcare, Hamilton, Ontario, Canada|Hanover District Hospital, Hanover, Ontario, Canada|Adam Linton Dialysis Unit - Victoria Hospital, London, Ontario, Canada|London Health Sciences Centre, London, Ontario, Canada|Westmount Kidney Care Centre, London, Ontario, Canada|Grey Bruce Health Services, Owen Sound, Ontario, Canada|Bluewater Hospital, Sarnia, Ontario, Canada|Huron Perth Hospital Partnership, Stratford, Ontario, Canada|Tillsonburg District Memorial Hospital, Tillsonburg, Ontario, Canada|Woodstock General Hospital, Woodstock, Ontario, Canada|Stoney Creek, Hamilton, Canada|Belleville, Kingston, Canada|Brockville, Kingston, Canada|Kingston General, Kingston, Canada|Napanee, Kingston, Canada|Perth and Smith Falls, Kingston, Canada|Picton, Kingston, Canada|St. Michael's Hospital, Toronto, Canada|Praxis f�r Nierenkrankheiten Berlin Hellersdorf, Berlin, Germany|Dialysezentrum Elsenfeld, Elsenfeld, Germany|Arbeitsgemeinschaft Heimdialyse Saar e.V., Homburg, Germany|KfH Nierenzentrum Lichtenfels, Lichtenfels, Germany|Universit�tsmedizin Mainz, Dialysestation 605-5E, Mainz, Germany|Dialysezentrum Schweinfurt, Schweinfurt, Germany|Nephrologisches Zentrum Villingen-Schwenningen -Tuttlingen, Villingen-Schwenningen, Germany|Area Hospital, Kothapeta Road,Chirala, Andhra Pradesh, Chirala, Andhra Pradesh, India|Medical Superintendent Government Hospital, Gudur, Andhra Pradesh, India|Government General Hospital, Guntur, Andhra Pradesh, India|Medical Superintendent District Hospital, Hindupur PPP, Andhra Pradesh, India|Government Area Hospital, Kanigiri, Andhra Pradesh, Kanigiri, Andhra Pradesh, India|Government General Hospital, Kurnool, Andhra Pradesh, India|Government Hospital, K?kin?da, Andhra Pradesh, India|Government Hospital, Machilipatnam PPP, Andhra Pradesh, Machilipatnam, Andhra Pradesh, India|Government Area Hospital, Markapur, Andhra Pradesh, India|Government Hospital, Nandyal, Andhra Pradesh, India|Area Hospital, Narsipatnam, Andhra Pradesh, India|Government Area Hospital, Palakonda, Srikakulam District, Andhra Pradesh, India|CHC Government Hospital, Palasa, Andhra Pradesh, India|Government Area Hospital, Parvathipuram, Andhra Pradesh, India|Government Hospital, Proddatur, Andhra Pradesh, India|Government Hospital, Rajahmundry, Andhra Pradesh, India|CHC Hospital, Sompeta, Andhra Pradesh, Sompeta, Andhra Pradesh, India|Greater Kailash Hospital, Tadepalligudem, Andhra Pradesh, India|Manasa Kidney Foundation, Tirupati, Andhra Pradesh, India|Government General Hospital, Vijayavada PPP, Andhra Pradesh, Vijayavada, Andhra Pradesh, India|King George Government Hospital, Visakhapatnam, Andhra Pradesh, India|Rajiv Gandhi Institute of Medical Sciences, Srikakulam PPP, Andhra, Srikakulam, Andhra, India|Ford Hospital, Khemnichak, Patna, Patna, Bihar, India|Janak Dulari Hospital, Hanuman Nagar, Patna, Bihar, India|Aysha Hospital, Kilpauk, Chennai, India|Retteri Sri Kumaran Health Centre, Kolathur, Chennai, India|Leelawati Hospital, Amb?la, Haryana, India|Greater Kailash Hospital, Old Palasia, Indore, India|ESI Hospital, Adityapur, Jharkand, India|K.M Memorial Hospital and Research Centre, Bokaro, Jharkhand, India|Asarfi Hospital, Dhanbad, Jharkhand, India|Bhagwan Mahavir Medical Superspeciality Hospital, Ranchi, Jharkhand, India|Guru Nanak Hospital and Research Centre, Ranchi, Jharkhand, India|Koshys Hospital, Ramamurthy Nagar, Bengaluru, Karnataka, India|Nephroplus Basaveshwaranagar, Bengaluru, Karnataka, India|Fortis Suchirayu Hospital, Hubli, Karnataka, India|Main Hospital, SCCL, Kothagudem, Khammam, India|Vishesh Hospital Pvt. Ltd, Geeta Bhawan Chouraha, Indore, Madhya Pradesh, India|Hitwardhak Mandal Hospital, Mumbai, Maharashtra, India|Lokmanya Hospital, Pune, Maharashtra, India|Chirayu Hospital, Th?ne, Maharashtra, India|Nephroplus Borivali Standalone, Borivali West, Mumbai, India|Bharat Baug, Borivali West, Mumbai, India|Jyothi Hospital, Balasore, Odisha, India|Kar Clinic & Hospital Pvt. Ltd., Bhubaneswar, Odisha, India|Neelachal Hospital, Kharvel Nagar, Bhubaneswar, Odisha, India|Satguru Partap Singh Apollo Hospitals, Ludhi?na, Punjab, India|KG Hospital, Coimbatore, Tamil Nadu, India|Sudha Hospital, Vadalur, Neyveli, Tamil Nadu, India|Deepam Hospitals, Pallavaram, Chennai, Tamilnadu, India|Neyveli Lignite Corporation Hospital, Neyveli, Tamilnadu, India|Citizens Specialty Hospital, Hyderabad, Telangana, India|ESI Multi-Specialty Hospital, Hyderabad, Telangana, India|Vintage Plaza Nephroplus, Road no. 10, Banjara Hills, Hyderabad, Telangana, India|Government Hospital, Khammam, Telangana, India|Suraksha Multispecialty Hospital, Nalgonda, Telangana, India|Nephroplus Standalone Dialysis Center, Easy Marredpally, Secunderabad, Telangana, India|Madhuraj Hospital, Kanpur, Uttar Pradesh, India|Ajanta Hospital, Lucknow, Uttar Pradesh, India|Surbhi Hospital Pvt. Ltd, Sector 35, Noida, Uttar Pradish, India|Health Point Hospital, Prannth Pandit Street, Kolkata, West Bengal, India|Minimal Access Surgery Clinic Pvt Ltd, Tamluk, West Bengal, India|Baroma Sirona Hospital, Uttar Mechgram, West Bengal, India",,https://ClinicalTrials.gov/show/NCT02823821,NCT02823821,32889978
oui,NCT02825277,Utero-placental Vascularisation in Normal and Preeclamptic and Intra-uterine Growth Restriction Pregnancies,EVUPA,Unknown status,No Results Available,Preeclampsia|Intra-uterine Growth Restriction,Device: Doppler,Measure of 3D power Doppler indice : the vascularization index (VI)|Measure of 3D power Doppler indice : blood flow (the flow index (FI)|Measure of of 3D power Doppler indice : the vascularization-flow index (VFI)|Measure of volume density (morphological analysis)|Measure of surface density (morphological analysis),"Central Hospital, Nancy, France",Female,"18 Years to 65 Years � (Adult, Older Adult)",Not Applicable,112,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,2013-A01049-36,December 2013,January 2017,,"July 7, 2016",,"July 7, 2016","Pr Olivier MOREL, Vandoeuvre les Nancy, France",,https://ClinicalTrials.gov/show/NCT02825277,NCT02825277,
oui,NCT02826629,"""Manual Dexterity and Oculomotor Control in Schizophrenia""",MADOCS,Unknown status,No Results Available,Schizophrenia,Device: Manual dexterity|Device: Oculomotor movements|Device: TMS coupled to EMG recording|Other: Psychopathological evaluations|Other: Neuropsychological evaluations,Behavioural assessment|Clinical scale : PANSS|Clinical scale : DIGS III|Clinical scale : BPRS|Clinical scale : SAS|Clinical scale : AIMS|Clinical scale : TAP|Clinical scale : Stroop|Clinical scale : WASI|Tracking performance (motor task): RMS Error|Tracking performance (motor task): Coefficient of variability|Tracking performance (motor task): Timing|Ocolomotor performance (eye tracker) : Saccade|Ocolomotor performance (eye tracker): Gain|Ocolomotor performance (eye tracker): Amplitude of eye movements|Motor noise|Cortical excitability (MEP  TMS)|Cortical inhibition (SICI  TMS),"Centre Hospitalier St Anne|University of Paris 5 - Rene Descartes|Institut National de la Santé Et de la Recherche Médicale, France",All,18 Years to 50 Years   (Adult),Not Applicable,105,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,D16-P01,"July 26, 2016",September 2018,January 2019,"July 11, 2016",,"October 19, 2017","Centre de Recherche Clinique (CRC) - CHSA, Paris, France|Service Hospitalo-Universitaire (SHU) - CHSA, Paris, France",,https://ClinicalTrials.gov/show/NCT02826629,NCT02826629,
associ�,NCT02826733,Evaluation of the Implementation of the Hemispheric Dominance During Development,HEMISPHERENOR,"Active, not recruiting",No Results Available,Neuroimaging,Device: Electroencephalogram (EEG)|Device: Near Infra Red Spectroscopy (NIRS)|Device: magnetic resonance imaging (MRI),discrimination of language - EEG|discrimination of language - NIRS,"Centre Hospitalier Universitaire, Amiens",All,0 Days to 10 Weeks � (Child),,120,Other,Observational,Observational Model: Case-Only|Time Perspective: Prospective,PI08-DR-WALLOIS,"November 4, 2009","November 3, 2021","November 3, 2024","July 11, 2016",,"February 8, 2023","CHU Amiens, Amiens, France",,https://ClinicalTrials.gov/show/NCT02826733,NCT02826733,
oui,NCT02832661,"BIOMARGIN European, Ambispective Cohort of Adult and Paediatric Renal Transplant Patients",BECS,Unknown status,No Results Available,Kidney Transplantation,,predictive value of biomarkers|Number of biopsy-proven acute rejection episodes|graft survival at 3 and 5 years post-transplantation|glomerular filtration rate (GFR in ml/min) estimated using the MDRD formula,"University Hospital, Limoges|Hannover Medical School|KU Leuven|H�pital Necker-Enfants Malades|Hospital Purpan",All,"1 Year and older � (Child, Adult, Older Adult)",,500,Other,Observational,Observational Model: Cohort,I15038|grant agreement no: 305499,March 2015,March 2020,March 2020,"July 14, 2016",,"July 14, 2016","University of Leuven - KU Leuven, Leuven, Belgium|University Hospital - INSERM, Limoges, France|University Hospital - INSERM, Limoges, France|Necker Children University Hospital, Paris, France|Purpan Children University Hospital, Toulouse, France|Medizinische Hochschule Hannover (MHH), Hannover, Germany",,https://ClinicalTrials.gov/show/NCT02832661,NCT02832661,36398319;31378695
oui,NCT02833961,Diffusion Spectroscopy in Stroke,ISIS,Completed,No Results Available,ISCHEMIC STROKE,Device: Magnetic resonance imaging,ADC measurements (in mm2/second) of metabolites within the ischemic lesion|Relative change of the ADC values (in %) of the metabolites over time|Diffusivity measure within the ischemic lesion (in mm2/second).|Relative change of the diffusivity measure values (in %) of water over time,"Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years to 85 Years   (Adult, Older Adult)",Not Applicable,47,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other,C16-04|2016-A00362-49,"July 28, 2016","October 25, 2019","October 25, 2019","July 14, 2016",,"August 26, 2021","Institut du cerveau et de la moelle, Hôpital Pitié-Salpétrière, Paris, France",,https://ClinicalTrials.gov/show/NCT02833961,NCT02833961,36318030
oui,NCT02838069,A Study Evaluating the Efficacy of a Single Injection Autologous Adipose Derived Mesenchymal Stromal Cells in Patients With Knee Osteoarthritis,ADIPOA-2,"Active, not recruiting",No Results Available,Osteoarthritis,Biological: Injection (2x106 ASC/5ml).|Biological: Injection (10x106 ASC/5ml).|Other: Placebo,Improvement of pain or physical function|Disability (WOMAC)|Disability (KOOS)|Disability (SAS)|Change in Quality of life|painkillers consumption|Structural changes (X-Ray)|Structural changes (MRI),"University Hospital, Montpellier|University Hospital, Toulouse|Assistance Publique - Hôpitaux de Paris|NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)|ISTITUTO ORTOPEDICO RIZZOLI (IOR)|Etablissement Français du Sang|Institut National de la Santé Et de la Recherche Médicale, France|ECRIN EUROPEAN CLINICAL RESEARCH INFRASTRUCTURE NETWORK (ECRIN)|HUMAN MED AG (HM)|Stichting Katholieke Universiteit|SPORTS SURGERY CLINIC LIMITED|UNIVERSITA DEGLI STUDI DI PADOVA (UNIPD)|EVANGELISCHES WALDKRANKENHAUS SPANDAU KRANKENHAUSBETRIEBS GGMBH (EWK)|PINTAIL LTD (PT)|Centre National de la Recherche Scientifique, France|UNIVERSITAET ULM (UULM)|Cambridge University Hospitals NHS Foundation Trust|Aries srl (ARIES)",All,"45 Years to 75 Years   (Adult, Older Adult)",Phase 2,100,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",UF 9494,"September 20, 2016",March 2023,March 2024,"July 20, 2016",,"July 11, 2022","UH Montpellier, Montpellier, France",,https://ClinicalTrials.gov/show/NCT02838069,NCT02838069,
oui,NCT02849613,Regenerative Stem Cell Therapy for Stroke in Europe,RESSTORE,Withdrawn,No Results Available,Stroke,Other: Adipose Derived Stem Cells|Other: Vehicle media,Between-group difference of NIHSS (stroke severity score),"University Hospital, Grenoble|Horizon 2020 - European Commission|University Grenoble Alps|Servicio Madrileño de Salud, Madrid, Spain|St. Anne's University Hospital Brno, Czech Republic|Andaluz Health Service|University of Glasgow|University of Eastern Finland|Etablissement Français du Sang|Tampere University|Histocell SL, Spain|Medfiles CRO, Finland|Institut National de la Santé Et de la Recherche Médicale, France|Hospices Civils de Lyon|Association Groupe ESSEC|NOVADISCOVERY SAS, France|Finovatis|Centre Hospitalier Universitaire de Besancon|Assistance Publique - Hôpitaux de Paris|University Hospital, Toulouse|University Hospital, Bordeaux|University Hospital, Caen|Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León|Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau|Servicio de Salud de Castilla La Mancha, Albacete, Spain|Servizo Galego de Saude, Santiago de Compostela, Spain|Pirkanmaa Hospital District, Tampere, Finland|Hospital Vall d'Hebron|Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta",All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,0,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",38RC15.337,March 2016,September 2017,September 2017,"July 29, 2016",,"October 6, 2021","University Grenoble Hospital / EFS, Grenoble, France",,https://ClinicalTrials.gov/show/NCT02849613,NCT02849613,
oui,NCT02849834,Cortical Plasticity After Motor Cortex Stimulation in Healthy Subject and Chronic Pain Patients,,Completed,No Results Available,Neuropathic Pain,Device: Repetitive Transcranial Magnetic Stimulation (rTMS),"cortical plasticity induced by rTMS - - Somatosensory evoked potentials|cortical plasticity induced by rTMS -- fMRI|Nonparametric (Chi-2) contrast of dichotomized pain reports before/after rTMS and extent of fMRI activation change (also dichotomized) MRI T1 3D and T2*|Linear and nonlinear correlation between the magnitude of induced cortical plasticity and the magnitude of pain relief induced by rTMS. MRI T1 3D and T2*,",Hospices Civils de Lyon,All,"18 Years to 70 Years � (Adult, Older Adult)",Not Applicable,65,Other,Interventional,"Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment",2008-505|2008-A01437-38,November 2009,"November 21, 2016","November 21, 2016","July 29, 2016",,"July 11, 2018","Service d'Exploration, Centre Hospitalier Lyon Est, Hospices civils de Lyon, Lyon, F-69495, France et NeuroPain lab - CRNL (Inserm U1028 - UCBL), Bron, France",,https://ClinicalTrials.gov/show/NCT02849834,NCT02849834,
oui,NCT02849886,T Lymphocytes (LT) Expressing iCASP9 and ?CD19 in Allogeneic Haematopoietic Transplantation.,Side_by_Cide,Unknown status,No Results Available,Graft Versus Host Disease|Hematological Malignancies,Drug: T lymphocytes iCASP9 ?CD19|Drug: Dimerizer drug AP1903,GvHD response to Dimerizer AP1903|Haematopoietic reconstitution (Blood)|Haematopoietic engraftment (bone marrow)|Haematopoietic engraftment (chimerism)|Infections post Transplantation|GvL effect,Centre Hospitalier Universitaire de Besancon|Etablissement Fran�ais du Sang|Bellicum Pharmaceuticals,All,40 Years to 55 Years � (Adult),Phase 1|Phase 2,12,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,N/2000/39-B,"April 10, 2019",December 2021,December 2021,"July 29, 2016",,"February 1, 2021","CHU Jean Minjoz, Besan�on, France",,https://ClinicalTrials.gov/show/NCT02849886,NCT02849886,
oui,NCT02850393,Inhibitory Control of the Mind : Neural Bases and Impact for Obsessive-compulsive Disorders,SUPTOC,Unknown status,No Results Available,Obsessive Compulsive Disorder|Healthy,Other: Functional magnetic resonance imaging|Behavioral: behavioral measures|Other: physiological measurements,Blood Oxigen Level Dependent (BOLD) response as measured with fMRI,"University Hospital, Caen|Institut National de la Sant� Et de la Recherche M�dicale, France|Centre National de la Recherche Scientifique, France|Universit� de Caen Normandie",All,18 Years to 55 Years � (Adult),Not Applicable,48,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science,2015-A01609-40|160028B-31,July 2016,March 2019,December 2019,"August 1, 2016",,"August 1, 2016","GIP Cyceron, Caen, Calvados, France",,https://ClinicalTrials.gov/show/NCT02850393,NCT02850393,
non,NCT02851134,Search for New Genetic Mutations Major Effect in Crohn's Disease,MC-WES,Completed,No Results Available,Crohn Disease,Genetic: genetic analysis|Biological: blood and stools samples,NOD2 gene status|Whole Exome Sequencing,"University Hospital, Lille",All,"5 Years to 80 Years � (Child, Adult, Older Adult)",,20,Other,Observational,Observational Model: Family-Based|Time Perspective: Prospective,2013_53|2014-A00023-44,April 2015,April 2018,April 2018,"August 1, 2016",,"February 28, 2019","CHRU, H�pital Claude Huriez, Lille, France",,https://ClinicalTrials.gov/show/NCT02851134,NCT02851134,
associ�,NCT02851537,Magnetic Resonance Spectroscopy at Term-equivalent Age and Executive Functions at 5 Years of Age Corrected in Very Preterm Infants,EPIRMEX,Unknown status,No Results Available,Children Born Very Prematurely in Relation to Structural Brain Abnormalities,Other: an advanced technique as magnetic resonance spectroscopy (MRS),assessment of the executive dysfunction|intellectual efficiency|perceptual organization and memory,Assistance Publique Hopitaux De Marseille,All,up to 5 Years � (Child),,100,Other,Observational,Observational Model: Cohort|Time Perspective: Retrospective,2015-17,October 2017,November 2018,January 2019,"August 1, 2016",,"August 8, 2017",,,https://ClinicalTrials.gov/show/NCT02851537,NCT02851537,
oui,NCT02852499,Following of Atmospheric Pollution Exposure During Pregnancy and Effects on Health,SEPAGES-1337,Unknown status,No Results Available,Healthy Volunteer,Other: Urine sampling|Other: Carry a GPS and BET|Other: Carry pollution sensor|Other: Sampling at the maternity|Other: Self-questionnaires|Other: Sampling in partum period,Clinical exam : biological sampling,"University Hospital, Grenoble|Institut National de la Santé Et de la Recherche Médicale, France",All,"18 Years and older   (Adult, Older Adult)",,1010,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,38RC13.579,July 2014,February 2018,January 2021,"August 2, 2016",,"December 27, 2019","Hopital Couple Enfant - Grenoble, La Tronche, France",,https://ClinicalTrials.gov/show/NCT02852499,NCT02852499,
oui,NCT02852590,Relationship Between Adverse Drug Reactions and Unlicensed/ Off-label Drug Use in Hospitalized Children,EREMI,Completed,No Results Available,Hospitalized Children,,occurrence of an adverse drug reaction (ADR)|proportion of pediatrics inpatients presenting at least one ADR|indications for which drugs are prescribed in term of licensed/ unlicensed/ off-label manner by age group|Identify the factors influencing the risk of developing ADRs after prescribing a drug|causality of ADRs|severity of ADRs|avoidability of ADRs,Hospices Civils de Lyon,All,up to 15 Years � (Child),,6227,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,D21530,November 2013,January 2016,January 2016,"August 2, 2016",,"August 2, 2016","Pediatric Clinical Research and Investigation Centre CIC 1407 Inserm-UMR 5558 CNRS Lyon University & Hospices Civils de Lyon, Lyon, France",,https://ClinicalTrials.gov/show/NCT02852590,NCT02852590,
oui,NCT02853019,Emotion and Motivation in Patients With Psychosis,,Recruiting,No Results Available,Schizophrenia,Other: Electroencephalogram|Behavioral: Cognitive tasks|Behavioral: subjective evaluation scales,Change in the amplitude of the CNV (Contingent Negative Variation) as a function of the primer displayed on the screen|Change in the amplitude of the LPP (Late Positive Potential) as a function of the primer displayed on the screen,"University Hospital, Strasbourg, France|Institut National de la Sant� Et de la Recherche M�dicale, France",All,18 Years to 55 Years � (Adult),Not Applicable,100,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other,6152,"February 2, 2017",June 2023,June 2023,"August 2, 2016",,"August 19, 2022","Unit� INSERM 1114, Strasbourg, France",,https://ClinicalTrials.gov/show/NCT02853019,NCT02853019,
oui,NCT02853175,Lung MRI and Allergic Broncho-pulmonary Aspergillosis in Cystic Fibrosis,MRAB,Completed,No Results Available,Pulmonary Cystic Fibrosis|ABPA,,"Diagnostic accuracy of lung MRI for ABPA in CF owing to increased T1 and decreased T2 signal intensity of mucus|Diagnostic accuracy of quantitative measurement of central mucoid impaction signal on T1-weighted sequence and T2-weighted sequence|Diagnostic accuracy of hyperattenuated central mucoid impaction on chest computed tomography (CT) to detect ABPA in CF, using reduction of doses down to chest radiograph level|Diagnostic follow-up of patients ABPA status 1 year|Diagnostic accuracy of MRI to detect ABPA in CF using various ABPA classifications|Reproducibility of qualitative and quantitative imaging evaluations|Diagnostic accuracy of morphological imaging using MRI with ultrashort echotimes|Diagnostic accuracy of morphological imaging using CT with reduction of doses down to chest radiograph level|Reproducibility between MRI and CT with reduction of doses down to chest radiograph level to assess structural alterations|Severity of small airway and perfusion alterations using functional MR sequences|Follow-up of disease severity under treatement","Hôpital Haut Lévêque|University Hospital, Bordeaux|Institut National de la Santé Et de la Recherche Médicale, France|Hôpital Haut-Lévêque",All,"6 Years and older   (Child, Adult, Older Adult)",,240,Other,Observational,Observational Model: Case-Control|Time Perspective: Prospective,ANR-10-LABX-57,January 2014,January 2023,January 2023,"August 2, 2016",,"March 7, 2023","University Hospital Bordeaux, Bordeaux, Aquitaine, France",,https://ClinicalTrials.gov/show/NCT02853175,NCT02853175,
