all_sources;has_results;NCTId;other_ids;title;acronym;summary;study_start_date;study_start_date_type;status;study_completion_date;study_completion_date_type;study_first_submit_date;study_first_submit_qc_date;study_type;time_perspective;enrollment_count;enrollment_type;references;has_publications_result;has_results_or_publications;ipd_sharing;lead_sponsor;location_country;location_facility;snapshot_date;study_start_year;study_completion_year;delay_submission_start;submission_temporality;delay_start_completion;lead_sponsor_type;french_location_only;status_simplified;bso_country;has_publication_oa;publication_access;intervention_type;design_allocation;primary_purpose;eudraCT;publications_result;results_first_submit_date;results_first_submit_qc_date;first_results_or_publication_date;delay_first_results_completion;ipd_sharing_description;WHO;ISRCTN
['clinical_trials'];False;NCT03686358;[{'type': 'org_study_id', 'id': '35RC17_3069', 'source': 'clinical_trials'}];Evaluation of Renal Angioplasty on Atherosclerotic Stenosis Since 2010;PARAS;"The interest of renal angioplasty in the nosological framework of atherosclerotic stenosis has been significantly challenged by STAR and ASTRAL clinical trials in 2009, confirmed by the CORAL study in 2014.

These studies did not show any benefit of the gesture on renal function, morbidity and cardiovascular mortality or the tension control. The aim of the study is to evaluate renal angioplasty on atherosclerotic stenosis.";2017-05-29T00:00:00;Actual;Completed;2017-07-12T00:00:00;Actual;2018-09-24T00:00:00;2018-09-25T00:00:00;Observational;Retrospective;80.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2017.0;2017.0;483.0;after_completion;44.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT03679416;[{'type': 'org_study_id', 'id': '35RC17-3082_Cinescan', 'source': 'clinical_trials'}];Is There a Benefit of Whole Body Computed Tomography (WBCT) for Patients With Only High Velocity Road Traffic Collision (RTC) Vittel Criteria?;Cinescan;"For victims of high velocity RTC, with no other Vittel criteria of gravity, normal clinical examination of the thorax, abdomen and pelvis and Glasgow Coma Scale (GCS) score of 15 :

Study of clinically unsuspected injuries discovered on WBCT
Description
Predictive factors
Diagnostic performances of kinetic elements of Vittel criteria, and results of examinations realised at the ED.";2017-12-01T00:00:00;Actual;Completed;2017-12-31T00:00:00;Actual;2018-09-19T00:00:00;2018-09-19T00:00:00;Observational;Retrospective;93.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre Hospitalier Universitaire de Rennes'];2022-11-28;2017.0;2017.0;292.0;after_completion;30.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03672682;[{'type': 'org_study_id', 'id': '35RC16_9799_SMOLY', 'source': 'clinical_trials'}, {'type': 'Other Identifier', 'id': '16.40', 'source': 'clinical_trials'}, {'type': 'Other Identifier', 'id': '2043484', 'source': 'clinical_trials'}];SMOLY : Phenotype and Functions of Monocyte Subtypes in High Grade B Lymphoma: Towards New Biomarkers?;SMOLY;"Large-cell B-cell lymphoma (DLBCL) is the most common non-Hodgkin's lymphoma and accounts for about 40% of new cases. Although the DLBCL is a single entity in the WHO classification, several subgroups with different prognoses are recognized. These subgroups take into account the tumor localization (primitive cerebral lymphoma, serous lymphoma, intravascular or exclusive lymph node) or a particular molecular signature (GCB profile, germline center B cell or ABC, activated B cell). Despite the introduction of immunotherapy, treatment failures are common. Overall survival at 5 years is estimated to be between 26 and 73%. This highlights the important heterogeneity of this pathology and therefore the need for biomarkers prognosis. Recently, an increase in monocytes in the blood of DLBCL patients has been proposed as a prognostic factor for independent survival. This marker of poor prognosis is also found in many solid.

Monocytes are effectors of the inflammatory response. They have different functional profiles depending on the level of expression of CD14 and CD16. Four subtypes of monocytes are distinguished: classical (CD14posCD16neg), intermediate (CD14posCD16pos) and non-classical (CD14lowCD16pos); the latter population is divided into two sub-groups depending on the expression of the SLAN protein. The different monocytic subpopulations have very diverse functions ranging from an immunosuppressive profile to an activation of the immune system. CD14posCD16neg monocytes are specialized in phagocytosis, production of oxygen derivatives (ROS) and pro-inflammatory cytokine secretion in response to microbial infection. CD14dimCD16pos monocytes are specialized in immune surveillance and produce proinflammatory cytokines such as TNFα and IL-1β in response to LPS stimulation.7 The Slanpos subpopulation produces IL-12 and thus has pro-inflammatory properties. Finally, CD14posCD16pos monocytes have controversial functions. For some authors, they produce the immunomodulatory cytokine IL-10, inhibit the proliferation of CD4 T lymphocytes and induce the recruitment of regulatory T lymphocytes, while for others they produce TNF-α, a pro- inflammatory.From a practical point of view CD14 and CD16 expression forms a continuum, which translates into complexity in the phenotypic definition of these cells and explains the contradictory data on their functionalities. Interestingly, in a laboratory work and in the course of publication, this fraction is increased in the blood of DLBCL patients compared to healthy donors (manuscript in preparation), on the contrary the monocytic fraction CD14dimCD16 pos is decreased in these patients.

In the end, if the increase in monocytes is known to be poor prognosis in patients with DLBCL, the monocyte fraction involved and the monocytic functions involved in this phenomenon are not known.

Since 2011, the Clinical and Biological Hematology Services have a database from a research protocol (BMS_LyTrans). This protocol includes patients with DLBCL as well as healthy patients, in order to allow the biological characterization of biomarkers in this pathology. Thus, we have blood samples and analysis of certain monocyte subtypes by flow cytometry at diagnosis, in more than 100 patients with DLBCL.";2017-09-01T00:00:00;Actual;Completed;2019-09-01T00:00:00;Actual;2017-10-10T00:00:00;2018-09-13T00:00:00;Observational;Retrospective;45.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes Univeristy Hospital'];2022-11-28;2017.0;2019.0;39.0;during_study;730.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03670433;[{'type': 'org_study_id', 'id': '35RC17_3081', 'source': 'clinical_trials'}];Medication Reconciliation for Patients Over 65 Years Old : Cost Analysis of the Process Implemented in the Polyvalent Internal Medical Unit of Rennes University Hospital;CONTEMPS;Among the strategies to secure the patient's care path, medication reconciliation is a powerful approach for the prevention and interception of medication errors.;2017-09-05T00:00:00;Actual;Completed;2017-10-31T00:00:00;Actual;2018-09-12T00:00:00;2018-09-12T00:00:00;Observational;Prospective;100.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2017.0;2017.0;372.0;after_completion;56.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03669978;[{'type': 'org_study_id', 'id': '35RC17_3070', 'source': 'clinical_trials'}];Endovascular Procedures With Computer Assistance in the Chronic Occlusive Arthritis of the Lower Limbs on the Femoro-popliteal Stage.;PANORAMIC;Pilot study to assess the feasibility of creation of a bone and arterial panorama by 2D-2D registration technique during endovascular femoro-popliteal procedures with a mobile C-arm X-ray system using EndoNaut® software.;2017-08-08T00:00:00;Actual;Completed;2017-12-12T00:00:00;Actual;2018-09-05T00:00:00;2018-09-11T00:00:00;Observational;Prospective;60.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes Univesity Hospital'];2022-11-28;2017.0;2017.0;393.0;after_completion;126.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT03665324;[{'type': 'org_study_id', 'id': '35RC17_3066', 'source': 'clinical_trials'}];Atrial Function and Supraventricular Arrhythmia of the Veteran Athlete.;FA2V;"Supraventricular arrhythmias (including atrial fibrillation) are the most common arrhythmias of the veteran athlete and have a major impact in terms of morbidity and mortality. Although moderate sports practice has been shown to decrease the occurrence of these arrhythmias, it has also been shown that very intense athletic activity is associated with an increased risk of developing atrial fibrillation. The pathophysiological mechanism is not clearly understood. However, it has already been shown that intensive sports practice leads to electrical and morphological atrial remodeling, which could be the cause of the occurrence of supraventricular arrhythmias for these athletes.

For sedentary patients, two major tools predict the risk of the onset of supraventricular arrhythmia: the electrocardiogram (ECG) and transthoracic echocardiography (ETT), particularly with the study of atrial function by the analysis of myocardial deformities.";2017-04-28T00:00:00;Actual;Completed;2017-05-15T00:00:00;Actual;2018-09-05T00:00:00;2018-09-07T00:00:00;Observational;Retrospective;100.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2017.0;2017.0;495.0;after_completion;17.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03656211;[{'type': 'org_study_id', 'id': '35RC17_3026', 'source': 'clinical_trials'}, {'type': 'Other Identifier', 'id': '2017-A01760-53', 'source': 'clinical_trials'}];Fertility After Diagnosis and Management of Acquired Uterine Arteriovenous Malformation;MAVUFERT;"Uterine arteriovenous malformations (UAVM) are short circuits between systemic arterial and venous networks within the uterus. They are congenital or acquired (in the course of an endo-uterine gesture such as curettage or interventions such as caesareans or myomectomies).

They can be manifested by severe metrorrhagia that can go as far as to put the patient's vital prognosis at risk.

There are no recommendations for the management of UAVM since this pathology is rare and therefore series are performed with few cases. If some of these UAVM disappear spontaneously after a therapeutic abstention, when the clinical context allows it, in case of symptomatic UAVM, a selective embolization with arteriography is often carried out to postpone the hysterectomy of hemostasis.

There are also more marginal management options such as Gonadotropin-Releasing Hormone agonists, methotrexate or curettage that are decided on a case by case basis depending on the symptoms and protocols of each medical team.

Regarding subsequent fertility and pregnancy outcomes after conservative treatment, the number of studies is even lower.";2017-10-02T00:00:00;Actual;Completed;2017-10-10T00:00:00;Actual;2018-08-29T00:00:00;2018-08-30T00:00:00;Observational;Prospective;15.0;Actual;[];0.0;False;Undecided;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2017.0;2017.0;331.0;after_completion;8.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03655093;[{'type': 'org_study_id', 'id': '35RC17_3063', 'source': 'clinical_trials'}, {'type': 'Other Identifier', 'id': '2017-A00788-45', 'source': 'clinical_trials'}];Validation of a Self-questionnaire in French on the Use of the Upper Limbs in Patients With Multiple Sclerosis;MS-SEP;Multiple sclerosis (MS) is an inflammatory and demyelinating disease of the central nervous system that causes disability in young adults. This disability can take many forms depending on the neurological systems affected: disability walking, cognitive impairment or disability in the upper limbs. The development of validated measurement tools for these different disabilities is essential for the follow-up of patients in clinical routine and for the evaluation of new therapies.;2017-04-25T00:00:00;Actual;Completed;2017-07-03T00:00:00;Actual;2018-08-29T00:00:00;2018-08-29T00:00:00;Observational;Prospective;200.0;Actual;[{'ReferenceType': 'background', 'ReferenceCitation': 'Samejima F. Estimation of latent ability using a response pattern of graded scores. Richmond, VA: The Psychometric Society, 1969.', 'source': 'clinical_trials'}];0.0;False;Undecided;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2017.0;2017.0;491.0;after_completion;69.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03654794;[{'type': 'org_study_id', 'id': 'LOC/13-11', 'source': 'clinical_trials'}];Study of the Cellular Diffusion of Tacrolimus Across the Membrane of Mononuclear Cells;DIFF-TAC;"Pharmacokinetics of tacrolimus are highly variable and may result in graft rejection (underdosing) or toxicity (overdosing).

The risk of transplant rejection and the toxicity of tacrolimus can be reduced by pharmacological therapeutic monitoring of the molecule, based on the measurement of residual blood concentrations. Nevertheless, some patients are victims of rejections or toxic signs even though their blood concentrations are in the therapeutic target.

The aim of the study is to describe the pharmacokinetics of tacrolimus diffusion in mononuclear cells as well as the kinetics of effect of the drug on its target protein";2013-10-24T00:00:00;Actual;Completed;2017-07-06T00:00:00;Actual;2018-08-28T00:00:00;2018-08-29T00:00:00;Observational;Prospective;26.0;Actual;"[{'ReferencePMID': '12479828', 'ReferenceType': 'background', 'ReferenceCitation': 'Blanchet B, Hulin A, Duvoux C, Astier A. Determination of serine/threonine protein phosphatase type 2B PP2B in lymphocytes by HPLC. Anal Biochem. 2003 Jan 1;312(1):1-6.', 'source': 'clinical_trials'}, {'ReferencePMID': '16573714', 'ReferenceType': 'background', 'ReferenceCitation': 'Blanchet B, Hulin A, Ghaleh B, Giraudier S, Jouault H, Astier A. Distribution of calcineurin activity in blood cell fractions and impact of tacrolimus inhibition. Fundam Clin Pharmacol. 2006 Apr;20(2):137-44.', 'source': 'clinical_trials'}]";0.0;False;Undecided;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2013.0;2017.0;1769.0;after_completion;1351.0;academique;True;Completed;['fr'];;[];Biological;;;;;;;;;;;
['clinical_trials'];False;NCT03270683;[{'type': 'org_study_id', 'id': '35RC16_3047_DOTAC', 'source': 'clinical_trials'}];Doppler Sonography of Cerebral Blood Flow for Early Prognostication After Out-of-hospital Cardiac Arrest: the DOTAC Study;DOTAC;"Objective: To assess neurologic prognostication by early Transcranial Doppler Sonography (TCD) in comatose survivors after cardiac arrest.

Design: Prospective study between May 2016 and November 2017 in a medical intensive care unit and cardiac intensive care unit in a university hospital.

Patients: all comatose patients older than 18 years successfully resuscitated from an out-of-hospital cardiac arrest (OHCA). Patients for whom OHCA is associated with traumatic brain injury, no window for TCD measurements, or dead before neurological prognostication are excluded.";2016-05-02T00:00:00;Actual;Completed;2017-10-28T00:00:00;Actual;2017-08-29T00:00:00;2017-08-31T00:00:00;Observational;Prospective;52.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU Rennes'];2022-11-28;2016.0;2017.0;484.0;during_study;544.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03270410;[{'type': 'org_study_id', 'id': '35RC15_3012', 'source': 'clinical_trials'}];Design of a Non-invasive Multi-modal Neonatal Monitoring System: Preliminary Observational Study;VARI-NEONAT;This is a preliminary study whose objectives are to define the clinical use cases and the constraints of the implementation of a multi-sensor image-sound system.;2015-09-17T00:00:00;Actual;Completed;2016-10-26T00:00:00;Actual;2017-08-23T00:00:00;2017-08-31T00:00:00;Observational;Prospective;35.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2015.0;2016.0;706.0;after_completion;405.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03270267;[{'type': 'org_study_id', 'id': '35RC16_3035_MICI School', 'source': 'clinical_trials'}];Chronic Inflammatory Bowel Diseases and School Absenteeism;MICI School;Study of the causes and rate of school absenteeism in children and adolescents with Inflammatory Bowel Disease.;2016-09-01T00:00:00;Actual;Completed;2018-02-28T00:00:00;Actual;2017-08-30T00:00:00;2017-08-31T00:00:00;Observational;Prospective;108.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2016.0;2018.0;363.0;during_study;545.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT03268161;[{'type': 'org_study_id', 'id': '35RC15_3018', 'source': 'clinical_trials'}];Observational Study of the Prevalence of Some Genetic Mutations in Patients With Neuropathy Associated With Anti-Myelin-associated Glycoprotein (MAG) Antibodies.;GENOMAG;"Anti-MAG (Myelin Associated Glycoprotein) neuropathy is related to clonal B lymphocyte proliferation producing an monoclonal immunoglobulin (IgM) with anti-MAG activity. IgM may be a reflection of malignant lymphoproliferative syndrome (Waldenström disease) or, more often, monoclonal gammopathy of unknown significance.

The anti-MAG antibody has a direct toxicity on the myelin sheath of the peripheral nervous system responsible for a length-dependent demyelinating polyneuropathy. Clinically, this results in a sensitive, ataxic predominant polyneuropathy in the lower limbs, sometimes associated with a tremor of attitude and action tremor of the upper limbs.

Clonal B cells at the origin of IgM production may have acquired mutations affecting MYD88 (MYD88 L265P mutation) and CXCR4 (Whim-like CXCR4 mutation). The prevalence of the MYD88 L265P mutation is estimated to be 50% in monoclonal gammopathies of undetermined significance and more than 80% in Waldenström disease. CXCR4 Whim-like mutations are found in 40% of patients with Waldenström's disease.

No studies have reported the prevalence of these mutations in patients with anti-MAG neuropathies.";2015-10-21T00:00:00;Actual;Completed;2017-11-10T00:00:00;Actual;2017-08-29T00:00:00;2017-08-29T00:00:00;Observational;Retrospective;26.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2015.0;2017.0;678.0;during_study;751.0;academique;True;Completed;['fr'];;[];Diagnostic Test;;;;;;;;;;;
['clinical_trials'];False;NCT03263845;[{'type': 'org_study_id', 'id': '35RC16_3036_SONDAPU', 'source': 'clinical_trials'}];Round-trip Survey or Urine Bag: Evaluation of Pain in Urinary Collections in Pediatric Emergencies in Children Who Have Not Acquired Cleanliness (SONDAPU);SONDAPU;Observational study.;2016-07-05T00:00:00;Actual;Completed;2017-01-13T00:00:00;Actual;2017-08-24T00:00:00;2017-08-24T00:00:00;Observational;Prospective;100.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes University Hospital'];2022-11-28;2016.0;2017.0;415.0;after_completion;192.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03259282;[{'type': 'org_study_id', 'id': '35RC16_3046_GAMES', 'source': 'clinical_trials'}];Gammaglobulins Level is Predictive Factor of Evolution in Sarcoidosis;GAMES;Evaluation of the rate of achievement of serum protein electrophoresis (PPE) in diagnosis in a retrospective cohort of patients at Rennes University Hospital;2017-03-07T00:00:00;Actual;Completed;2017-03-22T00:00:00;Actual;2017-08-21T00:00:00;2017-08-21T00:00:00;Observational;Retrospective;78.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2017.0;2017.0;167.0;after_completion;15.0;academique;True;Completed;['fr'];;[];Biological;;;;;;;;;;;
['clinical_trials'];False;NCT03250936;[{'type': 'org_study_id', 'id': '35RC16_3058', 'source': 'clinical_trials'}];Descriptive Study of Trampoline Accidents in the Pediatric Emergency Department of Rennes;TRAUMPO;The aim of this study is to compare trauma related to others sport to trauma due to trampoline in pediatric emergencies of Rennes.;2016-12-06T00:00:00;Actual;Completed;2017-01-31T00:00:00;Actual;2017-08-11T00:00:00;2017-08-11T00:00:00;Observational;Prospective;4000.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Pediatric and orthopedic surgery division'];2022-11-28;2016.0;2017.0;248.0;after_completion;56.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03250884;[{'type': 'org_study_id', 'id': '35RC16_3038', 'source': 'clinical_trials'}];Evaluation of the Performance of a Rapid Pregnancy Diagnostic Test.;;The aim of the study is to evaluate the effectiveness of a rapid pregnancy diagnostic test to improve the medical care of patients in emergency room.;2016-08-30T00:00:00;Actual;Completed;2017-12-28T00:00:00;Actual;2017-08-11T00:00:00;2017-08-11T00:00:00;Observational;Prospective;200.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Rennes university hospital'];2022-11-28;2016.0;2017.0;346.0;during_study;485.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03249467;[{'type': 'org_study_id', 'id': '35RC16_3030_HAQ-II', 'source': 'clinical_trials'}];Validation of the French Version of the Health Assessment Questionnaire II (HAQ-II) for Rheumatoid Arthritis;HAQ-II;The purpose of the study is to develop a validated French version of the HAQ-II questionnaire for rheumatoid arthritis.;2015-10-17T00:00:00;Actual;Completed;2016-07-28T00:00:00;Actual;2017-08-10T00:00:00;2017-08-10T00:00:00;Observational;Prospective;129.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2015.0;2016.0;663.0;after_completion;285.0;academique;True;Completed;['fr'];;[];;;;;;;;;;;;
['clinical_trials'];False;NCT03112616;[{'type': 'org_study_id', 'id': '35RC16_3049-VIBR-HEMI', 'source': 'clinical_trials'}];The Long-lasting Effects of Repetitive Neck Muscle Vibrations on Postural Disturbances in Standing Position and on Spatial Frame Reference in Chronic Stroke Patients;VIBR-HEMI;One of the causes of disability in patients suffering from a stroke is postural imbalance. Sensory stimulation improves the postural symmetry of the subject transitorily and they are thought to have an effect on the spatial frame of reference through a sensory recalibration. Studies have shown that sensory stimulation by vibration of neck muscles have an immediate effect on static balance and when walking. The objective of this preliminary study is to test the long-lasting effects of repetitive neck muscle vibrations on postural disturbances in standing position and on spatial frame reference in chronic patients.;2016-02-15T00:00:00;Actual;Completed;2017-04-18T00:00:00;Actual;2016-08-09T00:00:00;2017-04-07T00:00:00;Observational;Prospective;39.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU Rennes - Pontchaillou Hospital'];2022-11-28;2016.0;2017.0;176.0;during_study;428.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT02881268;[{'type': 'org_study_id', 'id': '35RC15_9903_IMPRIM', 'source': 'clinical_trials'}];Study of Immunosuppression Biomarkers Acquired in Patients Hospitalized in Intensive Care Unit;IMPRIM;Open-label, non-randomized, prospective, single center, observational, translational study;2016-01-19T00:00:00;Actual;Completed;2021-01-14T00:00:00;Actual;2016-08-18T00:00:00;2016-08-23T00:00:00;Observational;Prospective;44.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2016.0;2021.0;212.0;during_study;1822.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT02878122;[{'type': 'org_study_id', 'id': '35RC15_3007_FaCliBioCCo', 'source': 'clinical_trials'}];Study of Predictive Factors of Chemoresistance in Ovarian Cancer;FaCliBioCCo;Epithelial ovarian cancer (EOC) has a poor prognosis. EOC management requires debulking surgery and chemotherapy based on taxol and carboplatine. Initial response is often good, but most often a recurrence occurred in the first 18 months. Early recurrence signs chemoresistance and palliative treatment. The study of predictive clinical or biological factors is required to adapt therapeutic and develop new treatments.;2015-03-28T00:00:00;;Completed;2020-03-28T00:00:00;Actual;2016-08-22T00:00:00;2016-08-24T00:00:00;Observational;Retrospective;13.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['LAVOUE'];2022-11-28;2015.0;2020.0;513.0;during_study;1827.0;academique;True;Completed;['fr'];;[];Procedure;;;;;;;;;;;
['clinical_trials'];False;NCT02877628;[{'type': 'org_study_id', 'id': '35RC13_8962_OPTILTH', 'source': 'clinical_trials'}];Immunosuppressive Therapy Optimization: Development of a Population Pharmacokinetic-pharmacodynamic (PK-PD) Model in Liver Transplantation;OPTILTH;Prospective, non-randomized, open Pharmacokinetic-Pharmacogenetic-Pharmacodynamic monocentric study. Donor and recipient CYP3A5 genotype and recipient ABCB1 will not be communicate to clinicians or patients during the study.;2015-10-31T00:00:00;Actual;Completed;2018-12-28T00:00:00;Actual;2016-08-16T00:00:00;2016-08-19T00:00:00;Observational;Prospective;110.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2015.0;2018.0;290.0;during_study;1154.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT02873117;[{'type': 'org_study_id', 'id': '35RC13_8911_CANARI', 'source': 'clinical_trials'}];Evaluation of the Potential Association Between 5α-reductase Inhibitors Prescription and Occurrence of High Grade Prostate Cancers;CANARI;This is a multicenter, cohort study based on medico-administrative data from pathology laboratory registries and drug reimbursement files (CNAM-TS).;2014-12-28T00:00:00;;Completed;2016-12-31T00:00:00;Actual;2016-08-16T00:00:00;2016-08-18T00:00:00;Observational;Retrospective;5154.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['CHU de Rennes'];2022-11-28;2014.0;2016.0;597.0;during_study;734.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT02860884;[{'type': 'org_study_id', 'id': '35RC13_8989', 'source': 'clinical_trials'}];Using Infrared Spectroscopy for Diagnosis Severity of Nonalcoholic Fatty Liver Disease;NASH;The main objective of this study is to evaluate the ability of infrared spectroscopy to discriminate simple hepatic steatosis from NASH;2014-08-28T00:00:00;;Completed;2015-10-28T00:00:00;Actual;2016-07-26T00:00:00;2016-08-04T00:00:00;Observational;Retrospective;136.0;Actual;[];0.0;False;No;Rennes University Hospital;['France'];['Centre hospitalier universitaire de Rennes'];2022-11-28;2014.0;2015.0;698.0;after_completion;426.0;academique;True;Completed;['fr'];;[];Other;;;;;;;;;;;
['clinical_trials'];False;NCT02860871;[{'type': 'org_study_id', 'id': '35RC13_8815', 'source': 'clinical_trials'}];Use of Infrared Spectroscopy in Septic Arthritis Diagnosis;SynoFAST;The main objective of this study is to assess the ability of Fiber-optic Evanescent Wave Spectroscopy (FEWS) to discriminate synovial fluids samples of septic arthritis patients from other causes of joint effusion by analyzing ex vivo joint fluid samples collected during routine clinical care.;2014-06-28T00:00:00;;Completed;2016-12-28T00:00:00;Actual;2016-07-25T00:00:00;2016-08-04T00:00:00;Observational;Prospective;611.0;Actual;"[{'ReferencePMID': '32885254', 'ReferenceType': 'derived', 'ReferenceCitation': 'Albert JD, Le Corvec M, Berthoud O, David C, Guennoc X, Hoppe E, Jousse-Joulin S, Le Goff B, Tariel H, Sire O, Jolivet-Gougeon A, Coiffier G, Loréal O. Ruling out septic arthritis risk in a few minutes using mid-infrared spectroscopy in synovial fluids. Rheumatology (Oxford). 2021 Mar 2;60(3):1158-1165. doi: 10.1093/rheumatology/keaa373.', 'doi': '10.1093/rheumatology/keaa373', 'source': 'clinical_trials'}]";1.0;True;No;Rennes University Hospital;['France'];['CHU de RENNES'];2022-11-28;2014.0;2016.0;758.0;during_study;914.0;academique;True;Completed;['fr'];;[];Other;;;;10.1093/rheumatology/keaa373;;;;;;;
['clinical_trials'];False;NCT02854150;[{'type': 'org_study_id', 'id': '35RC14_9736', 'source': 'clinical_trials'}];Improving Genetic Counseling for Patients With Spina Bifida Using Next Generation Sequencing;EXOSPINA;The main objective is to improve genetic counseling in patients with Spina Bifida, by the characterization of variants in new genes using high throughput sequencing either on a panel of targeted genes or on exome in families.;2015-09-28T00:00:00;;Completed;2016-06-30T00:00:00;Actual;2016-07-26T00:00:00;2016-08-02T00:00:00;Observational;Retrospective;106.0;Actual;[];0.0;False;;Rennes University Hospital;['France'];['Centre hospitalier universitaire de RENNES'];2022-11-28;2015.0;2016.0;302.0;after_completion;276.0;academique;True;Completed;['fr'];;[];Genetic;;;;;;;;;;;
['clinical_trials'];False;NCT02852343;[{'type': 'org_study_id', 'id': '35RC14_9878', 'source': 'clinical_trials'}];Etude de Concordance Entre la Technique OSNA et Les Techniques Classiques Pour la Recherche de métastases Ganglionnaires Des Cancers Des VADS;OSNA-ORL;The investigators main objective is to show that OSNA technique is as accurate as pathological analysis (frozen section / HE staining and immunochemistry) to detect occult lymph node metastasis (micro and macrometastasis).;2015-01-05T00:00:00;Actual;Completed;2016-12-21T00:00:00;Actual;2016-07-19T00:00:00;2016-07-28T00:00:00;Observational;Prospective;26.0;Actual;"[{'ReferencePMID': '32004908', 'ReferenceType': 'derived', 'ReferenceCitation': 'Peigné L, Godey F, Le Gallo M, Le Gall F, Fautrel A, Morcet J, Jégoux F. One-step nucleic acid amplification for detecting lymph node metastasis of head and neck squamous cell carcinoma. Oral Oncol. 2020 Mar;102:104553. doi: 10.1016/j.oraloncology.2019.104553. Epub 2020 Jan 28.', 'doi': '10.1016/j.oraloncology.2019.104553', 'source': 'clinical_trials'}]";1.0;True;;Rennes University Hospital;['France'];['Centre hospitalier universitaire de Rennes'];2022-11-28;2015.0;2016.0;561.0;during_study;716.0;academique;True;Completed;['fr'];;[];;;;;10.1016/j.oraloncology.2019.104553;;;;;;;
