ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT01493934;;GLUCIMAG;clinical_trials;;1065.0;0.0;Non-Randomized;12.0;Actual;2009-014658-14;;;True;;False;False;False;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Service de Biophysique et Médecine Nucléaire, CHU de Grenoble;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2013-03-28T00:00:00;Actual;2013.0;2010-04-28T00:00:00;2011-12-14T00:00:00;2010-04-28T00:00:00;;2010.0;Interventional;during_study;;Development of a Fast Measurement Technique of Insulin Resistance in Human, With 123-6-deoxy-6 Iodo-D-glucose, a New Tracer of Glucose Transport
;NCT03193099;;Win-HD;clinical_trials;;902.0;-28.0;Non-Randomized;60.0;Actual;;;;True;;False;False;False;Other;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Brain and Spine Institute;;Other;;;;;;2022-11-28;Completed;Completed;2019-12-30T00:00:00;Actual;2019.0;2017-06-13T00:00:00;2017-06-19T00:00:00;2017-07-11T00:00:00;Actual;2017.0;Interventional;before_start;;Decoding Presymptomatic White Matter Changes in Huntington Disease
;NCT03109067;;HDL-PP;clinical_trials;;1522.0;1988.0;;100.0;Actual;;;;True;;False;False;False;Other;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Centre d'Investigation Clinique Paris Est;;Screening;;;;;;2022-11-28;Completed;Completed;2015-11-21T00:00:00;Actual;2015.0;2017-03-01T00:00:00;2017-04-05T00:00:00;2011-09-21T00:00:00;Actual;2011.0;Interventional;after_completion;;Influence of TaqIB (rs708272) Polymorphism in Cholesteryl Ester Transfer Protein (CETP) Gene on Functionality of HDL Particles, in the Pathway of Reverse Transport of Fasting and Post-prandial Cholesterol.
;NCT03047967;;;clinical_trials;;456.0;-288.0;Non-Randomized;1.0;Actual;;;;True;;False;False;False;Diagnostic Test;Undecided;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Inserm;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2019-02-09T00:00:00;Actual;2019.0;2017-01-26T00:00:00;2017-02-06T00:00:00;2017-11-10T00:00:00;Actual;2017.0;Interventional;before_start;;Effets du Tabagisme in Utero Sur la fonctionnalité de l'épithelium Respiratoire et Sur la Fonction Ventilatoire du Nouveau-né.
;NCT02081066;;CETP-ATHERO;clinical_trials;;2195.0;-227.0;;99.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Inserm Umrs1166;;Basic Science;;;;;;2022-11-28;Completed;Completed;2020-09-28T00:00:00;Actual;2020.0;2014-02-10T00:00:00;2014-03-06T00:00:00;2014-09-25T00:00:00;Actual;2014.0;Interventional;before_start;;Relationship Between Endogenous CETP Activity and Atherosclerosis Distribution in Patients With High Cardiovascular Risk
;NCT02073630;;GAMMA;clinical_trials;;912.0;-9.0;Non-Randomized;63.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;ICM GH Pitié Salpetrière;;Basic Science;;;;;;2022-11-28;Completed;Completed;2016-08-28T00:00:00;Actual;2016.0;2014-02-19T00:00:00;2014-02-25T00:00:00;2014-02-28T00:00:00;;2014.0;Interventional;before_start;;Contribution du Cervelet Dans l'Adaptation Sensori-motrice Via Les Oscillations Gamma : le Cas de la Dystonie
;NCT02014883;;GLUT-HEP;clinical_trials;;2038.0;-1.0;;20.0;Actual;;;;True;;True;False;True;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Brain and Spine Institute;;Treatment;;10.1136/jnnp-2015-311475;;;;2022-11-28;Completed;Completed;2019-07-04T00:00:00;Actual;2019.0;2013-12-03T00:00:00;2013-12-12T00:00:00;2013-12-04T00:00:00;Actual;2013.0;Interventional;before_start;;Phase II Open Label Study Using Triheptanoin in Patients With Glucose Type 1 Transporter Deficiency GLUT1-DS
;NCT01569399;;;clinical_trials;;2025.0;397.0;Randomized;13.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Louis Mourier Hospital;;Treatment;;;;;;2022-11-28;Completed;Completed;2016-08-28T00:00:00;Actual;2016.0;2012-03-14T00:00:00;2012-03-30T00:00:00;2011-02-11T00:00:00;Actual;2011.0;Interventional;during_study;;Evaluation de l'efficacité thérapeutique de la Stimulation magnétique transcrânienne répétée Sur le Traitement du Craving à l'Alcool et la prévention de la Rechute Alcoolique à 6 Mois Chez Les Sujets dépendants et Des Facteurs génétiques déterminant la réponse thérapeutique
;NCT01495897;;MOUVADOC;clinical_trials;;1096.0;51.0;Non-Randomized;14.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;: Fédération des Maladies du Système Nerveux;;Diagnostic;;;;;;2022-11-28;Completed;Completed;2014-03-28T00:00:00;Actual;2014.0;2011-05-18T00:00:00;2011-12-16T00:00:00;2011-03-28T00:00:00;;2011.0;Interventional;during_study;;Adaptation Sensorimotrice, Cervelet et Mouvements Anormaux: Projet d'étude Oculomotrice
;NCT01432821;;BYE BYE DOPA;clinical_trials;;1187.0;-106.0;Randomized;31.0;Actual;;;;True;;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;CIC Department - University Hospital of Grenoble;;Basic Science;;15037514;;;;2022-11-28;Completed;Completed;2014-12-28T00:00:00;Actual;2014.0;2011-06-14T00:00:00;2011-09-12T00:00:00;2011-09-28T00:00:00;;2011.0;Interventional;before_start;;"Dopaminergic Reactivity In Idiopathic Generalized Epilepsy: A ""Proof Of Concept"" Clinical, Pharmacological And Neurophysiological Study"
;NCT01094899;;;clinical_trials;;1583.0;0.0;Non-Randomized;79.0;Actual;;;;True;;False;False;False;Radiation;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hotel Dieu;;Basic Science;;;;;;2022-11-28;Completed;Completed;2014-07-10T00:00:00;Actual;2014.0;2010-03-10T00:00:00;2010-03-26T00:00:00;2010-03-10T00:00:00;Actual;2010.0;Interventional;during_study;;Study of Abnormal Structure and Bone Density at the Feet of Diabetic Patients
;NCT01075061;;MOMIC;clinical_trials;;515.0;-24.0;Non-Randomized;40.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Fédération des Maladies du Système Nerveux, Hôpital Pitié Salpétrière;;Basic Science;;;;;;2022-11-28;Completed;Completed;2011-07-28T00:00:00;Actual;2011.0;2010-02-04T00:00:00;2010-02-23T00:00:00;2010-02-28T00:00:00;;2010.0;Interventional;before_start;;Study of a Large Family With Congenital Mirror Movements : From Underlying Pathophysiology to Culprit Gene Identification : MOMIC
;NCT01696708;;PRO-MH2;clinical_trials;;1087.0;-77.0;Non-Randomized;50.0;Actual;;;;True;;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Brain and Spine Institute (ICM);;Basic Science;;10.1212/wnl.0000000000001214;;;;2022-11-28;Completed;Completed;2015-11-28T00:00:00;Actual;2015.0;2012-09-20T00:00:00;2012-09-26T00:00:00;2012-12-06T00:00:00;Actual;2012.0;Interventional;before_start;;Study of the Brain Energy Profile Evolution, Using 31Phosphorus-Nuclear Magnetic Resonance Spectroscopy, at Different Stages of Huntington Disease
;NCT01359774;;PRO-MH;clinical_trials;;366.0;25.0;Randomized;30.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hopital de la Pitié-Salpetrière;;Prevention;;;;;;2022-11-28;Completed;Completed;2012-04-28T00:00:00;Actual;2012.0;2011-05-23T00:00:00;2011-05-23T00:00:00;2011-04-28T00:00:00;;2011.0;Interventional;during_study;;31Phosphorus-Magnetic Resonance Spectroscopy and Huntington Disease
;NCT02976298;;CERESMARCHE;clinical_trials;;699.0;26.0;Randomized;20.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;M.L.Welter;;Basic Science;;;;;;2022-11-28;Completed;Completed;2015-01-28T00:00:00;Actual;2015.0;2013-03-26T00:00:00;2016-11-24T00:00:00;2013-02-28T00:00:00;;2013.0;Interventional;during_study;;Rôle du Cervelet et de l'Aire Motrice supplémentaire Dans le contrôle Postural au Cours de la Marche Chez l'Homme
;NCT02014727;;AMA1-DiCo;clinical_trials;;546.0;-47.0;Randomized;66.0;Actual;2013-001920-20;;;False;;True;False;True;Biological;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Burkina Faso;France";"CIC BT 505 de vaccinologie Cochin Pasteur;CNRFP";;Treatment;;10.1016/j.vaccine.2017.09.027;;;;2022-11-28;Completed;Completed;2015-07-28T00:00:00;Actual;2015.0;2013-12-12T00:00:00;2013-12-12T00:00:00;2014-01-28T00:00:00;;2014.0;Interventional;before_start;;Safety and Immunogenicity of Recombinant Pichia Pastoris AMA1-DiCo Candidate Malaria Vaccine With GLA-SE and Alhydrogel ® as Adjuvant in Healthy Malaria Non-Exposed European and Malaria Exposed African Adults:a Staggered Phase Ia/Ib, Randomised, Double-blind, Multi-Centre Trial
;NCT00820820;;IDA-Adult;"clinical_trials;euctr";3790.0;1172.0;0.0;Randomized;20.0;Actual;2007-007267-25;;2022-08-11T00:00:00;True;;False;True;True;Biological;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Unité de Recherche Clinique et Immunologique;;Basic Science;;;;2022-08-11T00:00:00;;2022-11-28;Completed;Completed;2012-03-26T00:00:00;Actual;2012.0;2009-01-09T00:00:00;2009-01-09T00:00:00;2009-01-09T00:00:00;Actual;2009.0;Interventional;during_study;;Immunotherapy of Atopic Dermatitis in Adult Patients by Anti-measles Vaccination IDA (Immunothérapie de la Dermatite Atopique)Protocol
;NCT02082171;;MINDED;clinical_trials;;833.0;141.0;Randomized;210.0;Actual;;;;True;;False;False;False;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;"Centre de Rééducation Fonctionnelle ""La Roseraie""";;Prevention;;;;;;2022-11-28;Completed;Completed;2016-01-27T00:00:00;Actual;2016.0;2014-03-06T00:00:00;2014-03-06T00:00:00;2013-10-16T00:00:00;Actual;2013.0;Interventional;during_study;;Multidomain Intervention to Prevent Disability in Elders
;NCT02542891;;E-COMPARED;clinical_trials;;1083.0;-24.0;Randomized;105.0;Actual;;;;True;;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;"Centre Hospitalier Le Vinatier-;Hôptial Fernand Widal;Centre Hospitalier Charles Perrens;CHU de Grenoble;Hôpital de la conception Pôle Psychiatrie Centre;CHU de Tours;CHRU Lapeyronie;Hôpital A. Chenevier;CHU de Brest;CHU de Clermont- Ferrnand";;Treatment;;10.2196/32007;;;;2022-11-28;Completed;Completed;2018-09-15T00:00:00;Actual;2018.0;2015-09-04T00:00:00;2015-09-04T00:00:00;2015-09-28T00:00:00;;2015.0;Interventional;before_start;;E-Compared: Comparative Effectiveness Research on Internet Based Depression Treatment- French Trial
;NCT02960698;;COGIT;clinical_trials;;557.0;13.0;Non-Randomized;98.0;Actual;;;;True;;False;False;False;Other;No;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;HARTMANN;;Other;;;;;;2022-11-28;Completed;Completed;2018-04-24T00:00:00;Actual;2018.0;2016-10-27T00:00:00;2016-11-09T00:00:00;2016-10-14T00:00:00;Actual;2016.0;Interventional;during_study;;"Identifying the Neural Correlates of Cognitive Impulsivity in Patients With Tourette Syndrome. ""COGIT""."
;NCT02453061;;TRIHEP3;clinical_trials;;1618.0;-48.0;Randomized;100.0;Actual;;;;False;;True;False;True;Drug;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;"Netherlands;France";"Department of Neurology;Département de Génétique";;Treatment;;10.3233/jhd-199003;;;;2022-11-28;Completed;Completed;2019-12-03T00:00:00;Actual;2019.0;2015-05-12T00:00:00;2015-05-20T00:00:00;2015-06-29T00:00:00;Actual;2015.0;Interventional;before_start;;A Comparative Phase 2 Study Assessing the Efficacy of Triheptanoin, an Anaplerotic Therapy in Huntington's Disease
;NCT01555450;;PRADO;clinical_trials;;976.0;351.0;Randomized;28929.0;Actual;;;;True;;True;False;True;Other;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;The french screening organization;;Screening;;10.1016/j.jval.2017.09.020;;;;2022-11-28;Completed;Completed;2013-11-28T00:00:00;Actual;2013.0;2012-03-13T00:00:00;2012-03-13T00:00:00;2011-03-28T00:00:00;;2011.0;Interventional;during_study;;The Patient Navigator to Reduce Social Inequalities. A French Interventional Trial in Public Health
;NCT01548586;;;clinical_trials;;121.0;-5.0;Randomized;12.0;Actual;;;;True;;False;False;False;Device;;;Institut National de la Santé Et de la Recherche Médicale, France;academique;France;Hôpitaux Universitaires Paris Ile de France Ouest - Hôpital Raymond poincaré;;Basic Science;;;;;;2022-11-28;Completed;Completed;2012-05-28T00:00:00;Actual;2012.0;2012-01-23T00:00:00;2012-03-05T00:00:00;2012-01-28T00:00:00;;2012.0;Interventional;before_start;;Modulation de l'excitabilité Des Aires Corticales Motrices Primaires Correspondant Aux hémi Diaphragmes à l'Aide de la tDCS (Transcranial Direct Current Stimulation)
