ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT02275104;;MIGAT;clinical_trials;;689.0;36.0;;100.0;Actual;;;;True;;False;False;False;Procedure;;;University Hospital, Bordeaux;academique;France;Hôpital cardiologique du Haut-Lévêque;;;;;;;;2022-11-28;Completed;Completed;2016-07-21T00:00:00;Actual;2016.0;2014-10-07T00:00:00;2014-10-22T00:00:00;2014-09-01T00:00:00;Actual;2014.0;Observational;during_study;Retrospective;
;NCT02274922;;CAMPYTEST;clinical_trials;;609.0;177.0;;308.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2015-12-28T00:00:00;Actual;2015.0;2014-10-22T00:00:00;2014-10-23T00:00:00;2014-04-28T00:00:00;;2014.0;Observational;during_study;Prospective;Evaluation of Immunochromatographic Tests for Campylobacter Detection in Stools
;NCT01932814;;REAMICHOC;clinical_trials;;334.0;333.0;;317.0;Actual;;;;True;False;True;False;True;;;;Université Victor Segalen Bordeaux 2;academique;France;Service de Réanimation médicale, Hôpital Pellegrin;;;;15312219;;;;2022-11-28;Completed;Completed;2013-08-28T00:00:00;Actual;2013.0;2013-08-27T00:00:00;2013-08-27T00:00:00;2012-09-28T00:00:00;;2012.0;Observational;during_study;Retrospective;Retrospective Analysis of Aminoglycoside-associated Acute Renal Injury in Septic Critically Ill Patients
;NCT03503461;;MANGUE;clinical_trials;;71.0;-71.0;;67.0;Actual;;;;False;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;"France;Réunion";"Hopital Pellegrin - Service Néphrologie, transplantation, dialyse et aphérèse;Hopital Felix Guyon - Service d'Explorations Fonctionnelles Rénales";;;;;;;;2022-11-28;Completed;Completed;2018-08-31T00:00:00;Actual;2018.0;2018-04-11T00:00:00;2018-04-18T00:00:00;2018-06-21T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Evaluation of the Prevalence of an Hyperactivation of NCC Cotransporter Three Months After Kidney Transplantation in Recipients Treated by Calcineurin Inhibitors
;NCT04558671;;RESPIRE;clinical_trials;;8.0;0.0;;56.0;Actual;;;;True;;True;False;True;Other;No;;University Hospital, Bordeaux;academique;France;"CHU de Toulouse;CHU de Bordeaux";;;;10.1164/rccm.202205-0913oc;;;;2022-11-28;Completed;Completed;2020-09-24T00:00:00;Actual;2020.0;2020-09-16T00:00:00;2020-09-16T00:00:00;2020-09-16T00:00:00;Actual;2020.0;Observational;during_study;Retrospective;Bronchial REmodeling in Severe Preschool Wheezing chIldren and Risk of Exacerbation
;NCT00673101;;Methoscan;clinical_trials;;4929.0;829.0;;1871.0;Actual;;;;True;;False;False;False;;;;Association HGE CHU Bordeaux Sud;academique;France;Hopital du Haut Leveque;;;;;;;;2022-11-28;Completed;Completed;2019-07-28T00:00:00;Actual;2019.0;2008-05-06T00:00:00;2008-05-06T00:00:00;2006-01-28T00:00:00;;2006.0;Observational;during_study;Prospective;Evaluation of Liver Fibrosis Using FibroScan and Non-invasive Biochemical Markers in Patients Treated With Methotrexate
;NCT03852238;;NoFlic;clinical_trials;;1184.0;3088.0;;283.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;"Hopital Edouard Herriot;AP-HP Hopital Saint Antoine;AP-HP Hopital Henri Mondor;AP-HP Cochin;CHU Caen;CHU Bordeaux;CHU Amiens;CHU Villejuif;CHU Grenoble;AP-HP Hopital Beaujon;CHI Créteil;AP-HP Hopital Antoine Béclère;AP-HP Jean Verdier;Hospices Civiles de Lyon";;;;;;;;2022-11-28;Completed;Completed;2013-11-14T00:00:00;Actual;2013.0;2019-01-31T00:00:00;2019-02-21T00:00:00;2010-08-18T00:00:00;Actual;2010.0;Observational;after_completion;Prospective;Risk Factors of Hepatocellular Carcinomas Developed on Non-fibrotic Liver (NoFlic Study)
;NCT00982176;;COSCA;clinical_trials;;1338.0;-139.0;;49.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;"Hôpital Cardiologique du Haut-Lévêque (CEPTA);CHU de Bordeaux";;;;;;;;2022-11-28;Completed;Completed;2013-05-28T00:00:00;Actual;2013.0;2009-05-12T00:00:00;2009-09-22T00:00:00;2009-09-28T00:00:00;;2009.0;Observational;before_start;Prospective;Anatomo-functional Determinants of Cognitive Impairment After Acute Coronary Syndrome: A Brain MRI and Cerebral Perfusion Scintigraphy Study
;NCT05615571;;NBIA MITO;clinical_trials;;1061.0;1274.0;;70.0;Actual;;;;True;;False;False;False;Genetic;No;;University Hospital, Bordeaux;academique;France;Centre Hospitalier Universitaire de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-11-30T00:00:00;Actual;2020.0;2021-07-01T00:00:00;2022-11-07T00:00:00;2018-01-04T00:00:00;Actual;2018.0;Observational;after_completion;Retrospective;Testing of NBIA Genes: Analysis of Genetic Heterogeneity and Validation of Mitochondrial Markers for Assessing Causality of Sequence Variants.
;NCT03290755;;HEPCSEX;clinical_trials;;125.0;-50.0;;29.0;Actual;;;;True;;False;False;False;Behavioral;No;;University Hospital, Bordeaux;academique;France;Service des Maladies Infectieuses et Tropicales, Hôpital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2018-03-13T00:00:00;Actual;2018.0;2017-09-19T00:00:00;2017-09-19T00:00:00;2017-11-08T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Sexual Hepatitis C in HIV Positive Men Who Have Sex With Men (MSM) in Bordeaux
;NCT05265585;;U-CAG;clinical_trials;;53.0;613.0;;75.0;Actual;;;;True;;False;False;False;Diagnostic Test;;;University Hospital, Bordeaux;academique;France;Bordeaux University Hospital;;;;;;;;2022-11-28;Completed;Completed;2020-08-11T00:00:00;Actual;2020.0;2022-02-22T00:00:00;2022-02-22T00:00:00;2020-06-19T00:00:00;Actual;2020.0;Observational;after_completion;Prospective;Prospective Validation of an Artificial Intelligence Algorithm Identifying Echocardiographic Reference Views. Ultrasound - Cardiac Acquisition Guide
;NCT04979754;;RETROCAR;clinical_trials;;333.0;246.0;;93.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Bordeaux University Hospital;;;;;;;;2022-11-28;Completed;Completed;2021-09-30T00:00:00;Actual;2021.0;2021-07-05T00:00:00;2021-07-16T00:00:00;2020-11-01T00:00:00;Actual;2020.0;Observational;during_study;Retrospective;Long-term Renal Outcome After Cardiac Surgery : Impact of Previous Renal Transplantation
;NCT04979208;;AVICOVID;clinical_trials;;359.0;372.0;;9218.0;Actual;;;;True;;True;False;True;;;;University Hospital, Bordeaux;academique;France;CHU Bordeaux;;;;10.1136/bmjopen-2022-061025;;;;2022-11-28;Completed;Completed;2021-07-09T00:00:00;Actual;2021.0;2021-07-22T00:00:00;2021-07-22T00:00:00;2020-07-15T00:00:00;Actual;2020.0;Observational;after_completion;Retrospective;Impact of Changes in the Use of Care and Reorganization of the Healthcare System Linked to the Covid-19 Outbreak on the Quality of Care Pathways of Patients Suffering From Acute Myocardial Infarction and Stroke in the Aquitaine Region
;NCT04937621;;RYTHMO-COV;clinical_trials;;212.0;385.0;;196.0;Actual;;;;True;;False;False;False;Biological;No;;University Hospital, Bordeaux;academique;France;Bordeaux University Hospital;;;;;;;;2022-11-28;Completed;Completed;2020-12-31T00:00:00;Actual;2020.0;2021-06-22T00:00:00;2021-06-22T00:00:00;2020-06-02T00:00:00;Actual;2020.0;Observational;after_completion;Other;Study of Arrhythmia and ECG Abnormalities in Patients With COVID-19
;NCT04903340;;PYR;clinical_trials;;242.0;39.0;;30.0;Actual;;;;True;;False;False;False;Procedure;Undecided;;University Hospital, Bordeaux;academique;France;CHU Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-12-10T00:00:00;Actual;2021.0;2021-05-21T00:00:00;2021-05-21T00:00:00;2021-04-12T00:00:00;Actual;2021.0;Observational;during_study;Prospective;Assessment of the Impact of Acquisition Time, Respiratory Gating and New Qclear Reconstruction Modalities on the Quantification of Dosimetry in Selective Internal Radiotherapy
;NCT01692444;;FIBROCHIR;clinical_trials;;1136.0;-205.0;;50.0;Actual;;;;True;;True;False;True;;;;University Hospital, Bordeaux;academique;France;University hospital of Bordeaux, Hôpital du Haut Lévêque;;;;10.1183/13993003.01221-2021;;;;2022-11-28;Completed;Completed;2016-05-20T00:00:00;Actual;2016.0;2012-09-17T00:00:00;2012-09-20T00:00:00;2013-04-10T00:00:00;Actual;2013.0;Observational;before_start;Prospective;Role of Fibrocytes in the Bronchial Remodelling of Chronic Obstructive Pulmonary Disease
;NCT01621841;;ENVOL;clinical_trials;;518.0;-17.0;;114.0;Actual;;;;True;;True;False;True;;;;University Hospital, Bordeaux;academique;France;Service d'ophtalmologie Hôpital Pellegrin;;;;10.1167/iovs.16-19838;;;;2022-11-28;Completed;Completed;2013-11-28T00:00:00;Actual;2013.0;2012-06-11T00:00:00;2012-06-13T00:00:00;2012-06-28T00:00:00;;2012.0;Observational;before_start;Prospective;
;NCT01577069;;GENUPI;clinical_trials;;700.0;409.0;;73.0;Anticipated;;;;True;;False;False;False;;;;Association HGE CHU Bordeaux Sud;academique;France;Hôpital du haut-Lévêque;;;;;;;;2022-11-28;Completed;Completed;2013-01-28T00:00:00;Actual;2013.0;2012-04-12T00:00:00;2012-04-12T00:00:00;2011-02-28T00:00:00;;2011.0;Observational;during_study;Prospective;Predictive Factors of the Treatment Failure in HCV Mono-infected Patients Treated With Pegylated-interferon/Ribavirin/Telaprevir.
;NCT01406743;;EOS-SPINE;clinical_trials;;945.0;61.0;;161.0;Actual;;;;True;;False;False;False;Device;;;University Hospital, Bordeaux;academique;France;Spine Unit 2, University Hospital;;;;;;;;2022-11-28;Completed;Completed;2013-12-28T00:00:00;Actual;2013.0;2011-07-28T00:00:00;2011-07-29T00:00:00;2011-05-28T00:00:00;;2011.0;Observational;during_study;Prospective;PARAMETRES GLOBAUX DE REFERENCE DU RACHIS CALCULES SUR DES PATIENTS ASYMPTOMATIQUES PAR IMAGERIE EOS™
;NCT03036449;;OREANE;clinical_trials;;489.0;-325.0;;5143.0;Actual;;;;True;;False;False;False;Behavioral;;;University Hospital, Bordeaux;academique;France;"CHU Côte de Nacre;CHU de Rouen;Service de pédiatrie - Hôpital Pellegrin";;;;;;;;2022-11-28;Completed;Completed;2019-03-17T00:00:00;Actual;2019.0;2016-12-23T00:00:00;2017-01-26T00:00:00;2017-11-13T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Efficacy of Tools Associated With a Multifaceted Education Intervention Directed to Health Professionals to Reduce Medication Preparation and Administration Error Rates in Neonatal Intensive Care Units
;NCT03971877;;RESCO;clinical_trials;;428.0;-201.0;;1934.0;Actual;;;;True;;False;False;False;Diagnostic Test;;;University Hospital, Bordeaux;academique;France;"CHU de Limoges;CH de Dax;CH de Mont de Marsan;CHU de Bordeaux";;;;;;;;2022-11-28;Completed;Completed;2021-02-16T00:00:00;Actual;2021.0;2019-05-29T00:00:00;2019-05-29T00:00:00;2019-12-16T00:00:00;Actual;2019.0;Observational;before_start;Cross-Sectional;Detection of Colistin-resistant Isolates From Patients Admitted in Intensive Care Units and Oncohaematology Wards in the Region Nouvelle Aquitaine: Diagnostic Accuracy of the Detection Methods, Estimation of the Prevalence and Description of the Resistance Mechanisms.
;NCT03486977;;EFFORT;clinical_trials;;618.0;83.0;;373.0;Actual;;;;True;False;True;False;True;Procedure;No;;University Hospital, Bordeaux;academique;France;"EHPAD Résidence La berge du lac;EHPAD Residence Aime Cesaire;EHPAD Villa Bontemps;EHPAD Résidence les Carmes;EHPAD Le home medocain Arsac;EHPAD Cos villa Pia;EHPAD Le rétou;EHPAD résidence du Tertre;EHPAD Henry Dunant;EHPAD Fontaudin;EHPAD Villa presentine;EHPAD Le parc du Bequet;EHPAD Jacqueline Auriol;EHPAD Manon Cormier;EHPAD Home Marie Curie;Résidence de Médicis;EHPAD Le Clos Serena;EHPAD Douceur de France;EHPAD Résidence l'Arousiney;EHPAD Grand Bon Pasteur;EHPAD Le Platane du Grand Parc;EHPAD Les coteaux;EHPAD CHU Bordeaux;EHPAD Seguin";;;;10.1111/j.1532-5415.2009.02219.x;;;;2022-11-28;Completed;Completed;2019-07-12T00:00:00;Actual;2019.0;2018-01-23T00:00:00;2018-03-27T00:00:00;2017-11-01T00:00:00;Actual;2017.0;Observational;during_study;Prospective;Effectiveness and Organizational Conditions of Effectiveness of Telemedicine in Establishments Providing Care for the Dependent Elderly
;NCT03449745;;ICAML-LIC;clinical_trials;;1107.0;-96.0;;199.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-06-09T00:00:00;Actual;2021.0;2018-02-22T00:00:00;2018-02-22T00:00:00;2018-05-29T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Analysis of Immune Checkpoint Receptors Expression in the LIC Fraction pf AML Cells - ICAML-LIC
;NCT02821208;;PronoCNEP;clinical_trials;;1386.0;-65.0;;72.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;University Hospital of Bordeaux - Hospital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2020-06-12T00:00:00;Actual;2020.0;2016-06-22T00:00:00;2016-06-28T00:00:00;2016-08-26T00:00:00;Actual;2016.0;Observational;before_start;Prospective;Assessment and Prognostic Factors of Quality of Life in Patients With Psychogenic Nonepileptic Seizures
;NCT02325726;;;clinical_trials;;61.0;84.0;;51.0;Actual;;;;True;;False;False;False;Procedure;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2014-11-28T00:00:00;Actual;2014.0;2014-12-21T00:00:00;2014-12-21T00:00:00;2014-09-28T00:00:00;;2014.0;Observational;after_completion;Prospective;Renal Resistive Index Compared With NephroCheckTM to Predict Postoperative Acute Renal Failure in Patients Undergoing Cardiac Surgery.
;NCT02185677;;CogAMS;clinical_trials;;408.0;48.0;;40.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2015-06-26T00:00:00;Actual;2015.0;2014-07-01T00:00:00;2014-07-03T00:00:00;2014-05-14T00:00:00;Actual;2014.0;Observational;during_study;Cross-Sectional;Comparison of Cognitive and Behavioral Dysexecutive Syndrome Between Parkinsonian Form and Cerebellar Form of Multiple System Atrophy and Analysis of Correlates With an Imaging Study.
;NCT02145585;;;clinical_trials;;61.0;47.0;;20.0;Actual;;;;True;;False;False;False;Device;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux - Hôpital Haut Lévêque;;;;;;;;2022-11-28;Completed;Completed;2014-05-28T00:00:00;Actual;2014.0;2014-05-14T00:00:00;2014-05-20T00:00:00;2014-03-28T00:00:00;;2014.0;Observational;during_study;Prospective;Completely Automated Robotic Pharmacological Anesthesia System for Patients Undergoing Elective Cardiac Surgery: a Pilot Study
;NCT02134639;;GALTEP;"clinical_trials;euctr";;122.0;-236.0;;20.0;Actual;2013-003927-12;;;True;;False;False;False;Procedure;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2015-01-28T00:00:00;Actual;2015.0;2014-02-04T00:00:00;2014-05-07T00:00:00;2014-09-28T00:00:00;Actual;2014.0;Observational;before_start;Prospective;Development of an Innovative Gallium 68 Radiolabeling of DOTATOC (68Ga-DOTATOC) for PET-CT Imaging of Neuro-endocrine Tumors and Preliminary Clinical Evaluation
;NCT03137641;;CACIES;clinical_trials;;745.0;-171.0;;72.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;"Hôpital Pellegrin;CHU de Toulouse;IUCT-Oncopole";;;;;;;;2022-11-28;Completed;Completed;2019-10-31T00:00:00;Actual;2019.0;2017-04-28T00:00:00;2017-05-02T00:00:00;2017-10-16T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Assessment of Nurses Internal Contamination by Antineoplastic Drugs in Hospital Centers.
;NCT03540654;;ECOSTIM;clinical_trials;;872.0;488.0;;355.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;CHU Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2019-04-28T00:00:00;Actual;2019.0;2018-04-09T00:00:00;2018-05-16T00:00:00;2016-12-07T00:00:00;Actual;2016.0;Observational;during_study;Retrospective;Budget Impact Analysis of Discontinuing Tyrosin Kinase Inhibitors in Patients With Chronic Myeloid Leukemia Achieving a Complete Molecular Response by Using Probabilistic Markov Approach
;NCT02688504;;CESIR-U2;clinical_trials;;799.0;-293.0;;1200.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;"Hôpital Pellegrin;CH de Perigueux";;;;;;;;2022-11-28;Completed;Completed;2018-12-26T00:00:00;Actual;2018.0;2015-12-30T00:00:00;2016-02-17T00:00:00;2016-10-18T00:00:00;Actual;2016.0;Observational;before_start;Cross-Sectional;CESIR-U2 : Influence of Drugs Use and Health Status
;NCT03994237;;ACCAIDANT;clinical_trials;;177.0;160.0;;45.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2019-06-07T00:00:00;Actual;2019.0;2019-05-21T00:00:00;2019-06-20T00:00:00;2018-12-12T00:00:00;Actual;2018.0;Observational;during_study;Prospective;ALZHEIMER'S CAREGIVER Accompaniment
;NCT02551471;;PELVICARE;clinical_trials;;1184.0;122.0;;165.0;Actual;;;;False;;True;False;True;Other;;;University Hospital, Bordeaux;academique;"Australia;France";"CLCC Val d'Aurelle;Institut Paoli Calmette;Hopital Beaujon;Peter Maccallum Cancer centre;Centre Oscar Lambret CLCC;Hopital A.Michallon;Royal Prince Alfred Hospital Sydney;Hopital Lyon Sud;Hôpital Saint-André;Hopital Charles Nicolle;Hôpital Purpan;Hôpital Saint-Antoine";;;;10.1186/s12885-016-2286-1;;;;2022-11-28;Completed;Completed;2018-07-28T00:00:00;Actual;2018.0;2015-08-31T00:00:00;2015-09-14T00:00:00;2015-05-01T00:00:00;Actual;2015.0;Observational;during_study;Prospective;
;NCT04333719;;PREVAL-S2P;clinical_trials;;65.0;-165.0;;183.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Centre Hospitalier Universitaire de Bordeaux - St André;;;;;;;;2022-11-28;Completed;Completed;2020-11-17T00:00:00;Actual;2020.0;2020-04-01T00:00:00;2020-04-01T00:00:00;2020-09-13T00:00:00;Actual;2020.0;Observational;before_start;Prospective;Prevalence of Deep Sedation in Terminal Palliative Phase
;NCT04498858;;TOBAFREE-DP;clinical_trials;;152.0;-257.0;;139.0;Actual;;;;True;;False;False;False;Other;Undecided;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2021-09-13T00:00:00;Actual;2021.0;2020-07-31T00:00:00;2020-07-31T00:00:00;2021-04-14T00:00:00;Actual;2021.0;Observational;before_start;Prospective;To Promote Tobacco Free Life in the Dental Practice in France: Feasibility Study
;NCT04250532;;POSEIDON;clinical_trials;;19.0;-149.0;;31.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Hopital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2020-07-15T00:00:00;Actual;2020.0;2020-01-29T00:00:00;2020-01-29T00:00:00;2020-06-26T00:00:00;Actual;2020.0;Observational;before_start;Prospective;Pulse Oximetry in Healthy SubjEcts ImmergeD in OceaN.
;NCT01003873;;CCENDO;clinical_trials;;1704.0;-1.0;;44.0;Actual;;;;True;;False;False;False;Biological;;;University Hospital, Bordeaux;academique;France;Haut Lévêque Hospital, Endocrine department;;;;;;;;2022-11-28;Completed;Completed;2014-06-28T00:00:00;Actual;2014.0;2009-10-27T00:00:00;2009-10-28T00:00:00;2009-10-28T00:00:00;;2009.0;Observational;before_start;Prospective;Effect of Weight Loss Induced Either by Gastric Bypass or Lifestyle Intervention on the Peripheral Activity of the Endocannabinoid System
;NCT04159428;;VF DEPIST 60;clinical_trials;;202.0;-8.0;;294.0;Actual;;;;True;;False;False;False;Diagnostic Test;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2020-05-27T00:00:00;Actual;2020.0;2019-10-30T00:00:00;2019-11-07T00:00:00;2019-11-07T00:00:00;Actual;2019.0;Observational;before_start;Prospective;Validation and Evaluation of the French Version of a Hearing Loss Screening Questionnaire in Adults Aged 60 Years Old and More (Hearing Handicap Inventory for the Elderly Screening Version)
;NCT01406288;;SHU O104 CUB;clinical_trials;;244.0;0.0;;9.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;Service de Néphrologie, transplantation dialyse - Hôpital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2012-03-28T00:00:00;Actual;2012.0;2011-07-28T00:00:00;2011-07-28T00:00:00;2011-07-28T00:00:00;;2011.0;Observational;during_study;Prospective;Outbreak of Hemolytic Uremic Syndrome Linked to Escherichia Coli of Serotype O104:H4 in Bordeaux Urban Area, June 2011: Evaluation of Diagnostic, Prognostic and Pathophysiological Data
;NCT04191200;;BUCCOSCHIZ;clinical_trials;;98.0;65.0;;51.0;Actual;;;;True;;False;False;False;;;;Centre Hospitalier Charles Perrens, Bordeaux;academique;France;Centre Hospitalier CHARLES PERRENS;;;;;;;;2022-11-28;Completed;Completed;2019-12-31T00:00:00;Actual;2019.0;2019-11-28T00:00:00;2019-12-06T00:00:00;2019-09-24T00:00:00;Actual;2019.0;Observational;during_study;Prospective;Etat BUCCO-dentaire de Patients Atteints de SCHIZophrénie et de Troubles Schizo-affectif Suivis au Centre Hospitalier de Charles Perrens
;NCT03350776;;EPOCK;clinical_trials;;561.0;-159.0;;960.0;Actual;;;;True;;False;False;False;Behavioral;No;;University Hospital, Bordeaux;academique;France;"Clinique Tiivoli Ducos;Institut de Cancérologie de la Loire;CH de Libourne;HAD Bagatelle;CHU de Toulouse;CHU de Bordeaux;Institut Claudius Regaud;Institut Curie;CH Sud Gironde;Institut Sainte Catherine";;;;;;;;2022-11-28;Completed;Completed;2019-10-30T00:00:00;Actual;2019.0;2017-11-09T00:00:00;2017-11-20T00:00:00;2018-04-17T00:00:00;Actual;2018.0;Observational;before_start;Cross-Sectional;Pilot Observational and Analytic Study of Practices and Organizations Related to Emerging Occupations of Care Coordination in Oncology: Modeling the Concept of Care Coordination in Oncology (EPOCK)
;NCT02896790;;MODAP;clinical_trials;;781.0;476.0;;24.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Hôpital Saint-André;;;;;;;;2022-11-28;Completed;Completed;2017-04-28T00:00:00;Actual;2017.0;2016-06-27T00:00:00;2016-09-06T00:00:00;2015-03-09T00:00:00;Actual;2015.0;Observational;during_study;Prospective;From the Model to the Adaptation of a Therapeutic Education Program in Cancer Research: the Case of Renal Cancer Patients Treated by Oral Treatments, Multidisciplinary Approach
;NCT00855946;;PROTEORECTUM;clinical_trials;;1096.0;-85.0;;46.0;Actual;;;;True;;False;False;False;;;;University Hospital, Bordeaux;academique;France;Laboratoire d'anatomie pathologique, University Hospital, Bordeaux;;;;;;;;2022-11-28;Completed;Completed;2012-05-28T00:00:00;Actual;2012.0;2009-03-04T00:00:00;2009-03-04T00:00:00;2009-05-28T00:00:00;;2009.0;Observational;before_start;Prospective;Proteomic Approach Using Matrix-assisted Laser Desorption/Ionization Tandem Time-of-flight (MALDI-TOF/TOF) of Tumor Response in Rectal Carcinoma After Radiochemotherapy
;NCT02812563;;AFRIK;clinical_trials;;1029.0;224.0;;95.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;Centre de Référence National du Kératocône Service d'ophtalmologie - Hôpital Pellegrin;;;;;;;;2022-11-28;Completed;Completed;2017-09-19T00:00:00;Actual;2017.0;2015-07-07T00:00:00;2016-06-23T00:00:00;2014-11-25T00:00:00;Actual;2014.0;Observational;during_study;Prospective;Familial Analysis of Keratoconus Risk
;NCT01339975;;ChemoRenCan;clinical_trials;;2913.0;-47.0;;310.0;Anticipated;;;;True;;False;False;False;Biological;No;;University Hospital, Bordeaux;academique;France;University Bordeaux Hospital;;;;;;;;2022-11-28;Completed;Completed;2019-05-28T00:00:00;Actual;2019.0;2011-04-20T00:00:00;2011-04-20T00:00:00;2011-06-06T00:00:00;Actual;2011.0;Observational;before_start;Prospective;Level of Expression and Prognostic Value of CXCL4, CXCL4L1 and CXCR3 in Renal Cell Carcinoma
;NCT03635307;;REVCO2;clinical_trials;;181.0;-8.0;;115.0;Actual;;;;True;;True;False;True;Other;No;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux;;;;10.1016/j.bja.2020.07.018;;;;2022-11-28;Completed;Completed;2019-02-13T00:00:00;Actual;2019.0;2018-08-08T00:00:00;2018-08-14T00:00:00;2018-08-16T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Ability of Changes in End Tidal Carbon Dioxide to Assess the Stroke Volume Effects of a Volume Expansion of 250ml of Crystalloid in the Operating Room
;NCT03543956;;VISSEXPOSITION;clinical_trials;;388.0;-17.0;;226.0;Actual;;;;True;;False;False;False;Behavioral;;;University Hospital, Bordeaux;academique;France;CHU de Bordeaux - service de rhumatologie;;;;;;;;2022-11-28;Completed;Completed;2019-06-27T00:00:00;Actual;2019.0;2018-05-18T00:00:00;2018-05-18T00:00:00;2018-06-04T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Professional and Personal Toxic Exposure in Systemic Sclerosis : Type, Intensity and Probability of Exposition
;NCT01926249;;MEMENTO;clinical_trials;;3613.0;617.0;;2325.0;Actual;;;;True;;True;False;True;;;;University Hospital, Bordeaux;academique;France;"CHU de Saint-Etienne - Hôpital de la charité;CHU de Rouen;AP-HP - Hôpital LARIBOISIERE;CHU de Toulouse - Hôpital Purpan;AP-HP - Avicenne;Ap-Hp La Pitié-Salpêtrière;CHU de Bordeaux - Hôpital Xavier-Arnozan;CHU de Strasbourg;CHU de Clermont-Ferrand;CHU de Toulouse;Hôpitaux civils de Colmar;CHU de Lille;CHU de Montpellier;CHU de Nice;CHU de Besançon;CHU d'Amiens;CHU de Nantes;AP-HP - Hôpital BROCA;CHU de Saint-Etienne - Hôpital Nord;CHU d'Angers;CHU de Grenoble;CHU de Poitiers;CHU de Dijon;CHU de Tours;CHU de Brest;CHU de Bordeaux - Pellegrin;AP-HM;Hospices civils de Lyon;CHU de Nancy";;;;10.1186/s13195-022-01037-0;;;;2022-11-28;Completed;Completed;2021-10-29T00:00:00;Actual;2021.0;2013-08-16T00:00:00;2013-08-16T00:00:00;2011-12-08T00:00:00;Actual;2011.0;Observational;during_study;Prospective;A Cohort of Outpatients From French Research Memory Centers in Order to Improve Knowledge on Alzheimer's Disease and Related Disorders
