statut,status_label,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
🟥,rouge,NCT02922647,,2021,Suprapubic Versus Transurethral Catheterization After Rectal Resection With Low Anastomosis for Cancer in Males,GRECCAR10,False,False,False,DEVICE
🟥,rouge,NCT02790411,,2021,"Adjustment Exploratory Protocols (MagnetoEncephaloGraphy Study : MEG, ElectroEncephaloGram : EEG, Magnetic Resonance Imaging : MRI, Functional MRI : MRIf, Motor Platform) and Functional Evaluation of New Non Invasive Devices (REX BIONICS Exoskeleton) in Healthy Volunteers",MAP-EFNI,False,False,False,DEVICE
🟥,rouge,NCT04242563,,2021,Virtual Reality for Preoperative Anxiety in Interventional Cardiology,No PANIC,False,False,False,OTHER
🟥,rouge,NCT04462705,,2021,Abdominal Massage to Prevent Postoperative Ileus as Part of an Enhanced Recovery Program After Colorectal Surgery,MATRAC,False,False,False,PROCEDURE
🟥,rouge,NCT04036162,,2021,Spatial and Dynamic Characterization of Brain Activity for Language and Posture (Verticality) During Normal Aging. Magnetoencephalography (MEG) Study (MEG-AGING),MEG-AGING,False,False,False,BEHAVIORAL
🟥,rouge,NCT02076698,,2021,Clinical and Medico-economical Assessment of Deep Brain Stimulation of the Anterior Nucleus of the Thalamus for the Treatment of Pharmacoresistant Partial Epilepsy,FRANCE,False,False,False,PROCEDURE
🟥,rouge,,2016-004247-37,2021,"NA 
 
 
 Impact de l’administration précoce de concentrés de complexe prothrombique chez les patients présentant une hémorragie post-traumatique grave","NA 
 
 
 PROCOAG",False,False,False,
🟥,rouge,NCT03903341,,2021,The Role of the Upper Colliculus in the Idiopathic Blepharospasm : a Pilot Study in Functional MRI,COLL-BSP,False,False,False,OTHER
🟥,rouge,NCT03152539,,2021,"Development of MRI Protocols and Associated Explorations (EEG, NIRS) in Healthy Volunteers",MAP-VS,False,False,False,RADIATION
🟥,rouge,NCT03969043,,2021,Brain Correlates of Visual Processing of Emotional Scenes in ACTion and EMOtional Judgments During Normal VIeillissement,ACTEMOVI,False,False,False,OTHER
🟥,rouge,NCT02850367,,2021,The Effect of NO Precursors on Physiological Responses to Exercise,NO-SUP,False,False,False,DIETARY_SUPPLEMENT
🟥,rouge,NCT02410317,,2021,Ropivacaine Through Continuous Infusion Versus Epidural Morphine for Postoperative Analgesia After Emergency Cesarean Section,ROMANCE,False,False,False,DRUG
🟥,rouge,NCT02790424,,2021,"Adjustment Exploratory Protocols (MagnetoEncephaloGraphy Study : MEG, ElectroEncephaloGram : EEG, Magnetic Resonance Imaging : MRI, Functional MRI : MRIf, Motor Platform) and Functional Evaluation of New Non Invasive Devices (REX BIONICS Exoskeleton) in Patient Volunteers",MAP-EFNI PV,False,False,False,DEVICE
🟩,vert,NCT04703816,,2021,Effectiveness of a Multifaceted Program to Improve Interpersonal Skills of Physicians in Medical Consultations. A Randomized Controlled Trial (EPECREM),EPECREM,True,True,True,OTHER
🟥,rouge,NCT04547569,,2021,Somesthesic Role of the Ventro-lateral Prefrontal Cortex in Speech Motor Learning fMRI Study,BRAVA²,False,False,False,BEHAVIORAL
🟥,rouge,NCT03971994,,2021,Attentional Capture by Emotional Information in Alzheimer's Disease : an fMRI Study,ATEMMA,False,False,False,BEHAVIORAL
🟥,rouge,NCT04801550,,2021,Study of Somatosensory Responses During Millimeter Waves Application (RESOM),RESOM,False,False,False,DEVICE
🟥,rouge,NCT03876990,,2021,"Clinical and Medico-economic Evaluation of a Rapid Test (ePlex-BCID®, GenMark) for the Diagnosis of Bacteremia or Fungemia From Positive Blood Culture Bottles, Combining Fast Identification of Bacteria and Fungi and Evaluation of Bacterial Resistance to First Line Antibiotics.",HEMOFAST,False,False,False,DIAGNOSTIC_TEST
🟩,vert,NCT03428516,,2022,Decrease in Sympathetic Tone in OSA Patients: Is CPAP More Effective Than APAP ?,APAP-CPAP,True,True,True,DEVICE
🟥,rouge,NCT03996616,,2022,"Head-up Position, Active Compression-decompression Mechanical Cardiopulmonary Resuscitation and Impedance Threshold Device to Improve Outcomes in Out-of-hospital Cardiac Arrest. A Multicenter Prospective Controlled Quasi-experimental Trial",GRAVITY,False,False,False,DEVICE
🟥,rouge,NCT03613025,,2022,Performance of Non-targeted and/or Non-invasive Respiratory Samples for the Rapid Diagnosis of Pneumocystis Pneumonia Using the BDMAX TM Molecular Biology Platform (Becton Dickinson),DANIPOP,False,False,False,DIAGNOSTIC_TEST
🟩,vert,NCT03218722,,2022,Impact of Early Administration of Prothrombin Concentrate Complex in Patients With Acute Hemorrhage Following Severe Trauma,PROCOAG,True,True,True,DRUG
🟩,vert,NCT02754063,,2022,Impact of Early Optimization of Brain Oxygenation on Neurological Outcome After Severe Traumatic Brain Injury,OXY-TC,True,True,True,DEVICE
🟥,rouge,NCT05452018,,2022,"Detection of Early Swallowing Time by Electromyogram and Sound Recording in Healthy Volunteers. Single-center, Prospective, Not-controlled, Not-randomized, Open-label Study.",DEGLUTITION,False,False,False,OTHER
🟥,rouge,NCT03633370,,2022,Multifaceted Intervention for Increasing Performance of Cardiopulmonary Resuscitation by Laypersons in Out-of-hospital Cardiac Arrest. A Stepped Wedge Cluster Randomized Controlled Trial,DISPATCH,False,False,False,OTHER
🟥,rouge,NCT02817880,,2022,Comparison of the Analgesic Effect Between the Motor Cortex Stimulation (tDCS and rTMS) and the Trans-spinal Stimulation (tsDCS ) in the Algoneurodystrophy of Members. A Randomised Clinical Trial. tDCS : Transcranial Direct-current Stimulation rTMS : Repetitive Transcranial Magnetic Stimulation tsDCS : Transcutaneous Spinal Direct Current Stimulation,ALGOSTIM,False,False,False,DEVICE
🟥,rouge,NCT04109625,,2022,Preliminary Validation of the Demonstrator of an In Vitro Diagnostic Device for Hepatitis B Screening,DiVHeB,False,False,False,DIAGNOSTIC_TEST
🟥,rouge,NCT04590079,,2022,"Innovative Device for Pain Management by Millimeter Band Radiation : Electronic-Pain Killer. Evaluation in Patients With Peripheral Osteoarthritis: A Single Center, Prospective, Randomized in Cross-over, Comparative and Open-label Study",Epikarthrose,False,False,True,DEVICE
🟥,rouge,NCT04562974,,2022,Approche représentationnelle de l'Hippocampe Dans la Cognition : Étude en IRMf,SHIP,False,False,False,DEVICE
🟥,rouge,NCT03938363,,2022,Analyse de la Marche de Patients Atteints de Dystonie Focale Avant et après Traitement Par Toxine Botulique,GAIT-TOX,False,False,False,DIAGNOSTIC_TEST
🟥,rouge,NCT02816203,,2022,Vacuum Device for Hemostasis in Obstetrics and Gynecology. Feasibility Study for Postpartum Hemorrhage,HEMOGYN2,False,False,False,DEVICE
🟥,rouge,NCT04159389,,2022,Learning Mental Visualization to Improve Performance in Anesthesia: a Randomized Controlled Trial by Simulation,,False,False,False,OTHER
🟥,rouge,NCT04849975,,2023,Comparison of Pelvimetric Measurements Between MRI and Low-dose Stereoradiography (EOS® Imaging System),CAPEOS®,False,False,False,OTHER
🟥,rouge,NCT03474575,,2023,EXADOM: Early Supported Discharge and Enhanced Homecare After Emergency Department Admission for Acute Exacerbation of Chronic Obstructive Pulmonary Disease,EXADOM,False,False,False,OTHER
🟥,rouge,NCT05120739,,2023,Skin Preparation of Patients Before Orthopedic Surgery : A Randomized Controlled Study on the Efficacy of Chlorhexidine Cloths Versus Chlorhexidine Soaps,POL,False,False,False,DRUG
🟥,rouge,NCT05477069,,2023,"Feasibility Study of an Innovative Medical Device for Sampling the Contents of the Small Intestine. Functional Evaluation on the Transit of Healthy Volunteers. A First in Man, Prospective, Monocentric, Not Randomized Study.",DIGEST,False,False,False,DEVICE
🟥,rouge,NCT04825132,,2023,Aged European Population QUality of Life in Infectious Diseases,AEQUI,False,False,False,OTHER
🟥,rouge,NCT04682678,,2023,Spinal Cord Stimulation for Gait Disorders in Parkinson's Disease: a Pilot Study,SCM-PARK,False,False,False,PROCEDURE
🟥,rouge,NCT04633980,,2023,Hydrogen Inhalation Therapy in Patients With Moderate Covid-19: Phase-1 Clinical Trial,H2Covid,False,False,False,DRUG
🟥,rouge,NCT03844295,,2023,Upper AIRway Implanted Nerve STIMulation Therapy: A Breakthrough in Obstructive Sleep Apnea Therapy,AIRSTIM,False,False,False,DEVICE
🟥,rouge,NCT04455074,,2023,French Validation Study of a New Scale for Neuropsychiatric Fluctuations in Parkinson Disease,EFN-VALID,False,False,False,OTHER
🟥,rouge,NCT04176341,,2023,"Feasibility and Clinical Impact Study of Non Pharmacological Interventions Targeting the Subject's Empowerment Among Slackline, Mindfulness, Adapted Physical Activity, Self-hypnosis, Qi Gong Versus Usual Care in Management of Chronic Pain",ELISAD,False,False,False,OTHER
🟥,rouge,NCT06648538,,2024,Evaluation D'une Application D'éducation Thérapeutique Dans La Prise En Charge De Jeunes Ayant Un Usage Modéré Ou Problématique Des Écrans,PHONIX CARE,False,False,False,DEVICE
🟥,rouge,NCT05092906,,2024,Randomized Controlled Study Evaluating The Contribution of a Hypnosis Intervention During a Lumbar Puncture in the Neurology Department.,HYPNOPLUS,False,False,False,OTHER
🟥,rouge,,2018-001879-20,2024,"Radiotherapy of multiple brain metastases using AGuIX® gadolinium-chelated polysiloxane based nanoparticles: a prospective randomized phase II clinical trial. 
 
 
 Traitement de métastases cérébrales multiples par Radiothérapie et nanoparticule de gadolinium, AGuiX® : étude prospective randomisée de phase II.",NANORAD2,False,False,False,
🟥,rouge,NCT02660268,,2024,Evaluation of the Implementation of a Clinical Pathway for Improving the Performance of Medical and Surgical Management of Hip Prosthesis Infections,OSCAR-PH,False,False,False,OTHER
🟥,rouge,NCT04971018,,2024,Impact of Transcutaneous Auricular Vagus Nerve Stimulation on Digestive Symptoms in Systemic Sclerosis,AVADIS,False,False,False,DEVICE
🟥,rouge,NCT02851121,,2024,Study of Neurophysiological Correlates of the Link Between Perception and Action Through Varied Protocols of Sensorimotor Studies,PSM_EEG,False,False,False,BEHAVIORAL
🟥,rouge,NCT04369118,,2024,"Efficacy Study of a Selective Chest Wall Restriction Belt in Postoperative of Lung Resection. A Multicenter, Prospective, Controlled, Randomized Study With Stratification on the Surgical Approach, Open With a Blind Analysis",CTS-POP,False,False,False,PROCEDURE
🟥,rouge,NCT02210585,,2024,Study of Multi-site Neuromuscular Electrical Stimulation to Increase Spontaneous Physical Activity in Obesity Patient Carrying Severe Inactive: Randomized Controlled Trial vs Placebo,STIMOBIII,False,False,False,OTHER
🟥,rouge,NCT04126837,,2024,Accelerated Nursing Branch for the Diagnosis and Treatment of Ankle and Foot Injuries in Emergency Department: Preliminary Pilot Study,ATENA,False,False,False,OTHER
🟥,rouge,NCT03387475,,2024,Phase II Trial Evaluating Low-dose Deferasirox (DFX) in Patients With Low-risk (MDS) Myelodysplastic Syndrome Resistant or Relapsing After ESA Agents (LODEFI),LODEFI,False,False,False,DRUG
