statut,status_label,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
🟥,rouge,NCT02484677,,2023,"Pharmacokinetics and Pharmacogenetics-based Adaptive Dosing of 5-fu (5-Fluorouracile) in Head & Neck Cancer Patient Undergoing Docetaxel, Cisplatin, 5-Fluorouracile (=TPF) Therapy",5-FU,False,False,False,DRUG
🟥,rouge,NCT02559466,,2023,Efficacy of Deep Transcranial Magnetic Stimulation (TMS) for Treatment-resistant Depression and Neuroanatomical Correlates: a Randomized Clinical Study Coupled With Positon Emission Tomography (PET),,False,False,False,DEVICE
🟥,rouge,NCT03406741,,2023,Neuropsychological Development and Functional Outcome Sin Children With Hirschsprung Disease at School Age - Hirschsprung,Hirschsprung,False,False,False,BEHAVIORAL
🟥,rouge,NCT02562157,,2023,"Gastroenteric Anastomosis With Natural Orifice Translumenal Endoscopic Surgery (NOTES) Using the New Fashionned Tissue Apposing Stent Axios® for the Treatment of Antro-pyloric or Duodenal Obstructions : Prospective Evaluation of Feasibility, Efficacy and Tolerance.",,False,False,False,RADIATION
🟥,rouge,NCT02904967,,2023,,,False,False,False,BIOLOGICAL
🟥,rouge,NCT02186678,,2023,Comparison of Diagnostic Performances of 68Ga-DOTATATE PET-CT and 18F-FDOPA PET-CT in Paragangliomas and Pheochromocytomas Evaluation: Monocentric Prospective Study,DOTATATE,False,False,False,OTHER
🟥,rouge,NCT01991249,,2023,Targeted High Throughput Sequencing in the Diagnosis of Pediatric Acute Leukemia,,False,False,False,OTHER
🟥,rouge,NCT03636932,,2023,"RENACTIF: Reduction of the Thrombotic Phenotype in Renal Insufficiency With N-AcetylCysteine A Randomized, Double-blind, Placebo-controlled, Cross-over Trial",RENACTIF,False,False,False,BIOLOGICAL
🟥,rouge,NCT02874118,,2023,,Visage 3,False,False,False,BEHAVIORAL
🟥,rouge,NCT03977532,,2023,"Study of a Red Blood Cell Deformability Parameter in Patients With Sickle Cell Disease, at Basal State and During Vaso-occlusive Crisis",Drepaforme,False,False,False,OTHER
🟥,rouge,NCT02603640,,2023,""" Virtual Brain ""-Based Interpretation of Electrophysiological Signals in Epilepsy",VIBRATIONS,False,False,False,DEVICE
🟥,rouge,NCT02669056,,2023,Brainstem Assesment in a Cohort of Very Preterm Babies (Less Than 28 Weeks),,False,False,False,OTHER
🟥,rouge,NCT03659045,,2023,"Double-blind, Randomized, Multicenter Study Evaluating 200 Mg Versus 600 Mg of Mifegyne® on Pain in Medical Termination of Pregnancy (MToP) Up to 7 Weeks of Amenorreha (WA). DoMy Study.",DoMy,False,False,False,OTHER
🟥,rouge,NCT02900014,,2023,,,False,False,False,PROCEDURE
🟥,rouge,NCT02904863,,2023,,SHU,False,False,False,BIOLOGICAL
🟥,rouge,NCT04369820,,2023,C5a Receptor Expression in Circulating Myeloid Cells in ARDS Secondary to COVID-19,C5-COV,False,False,False,OTHER
🟥,rouge,NCT05250713,,2023,Quantification of the Immediate Impact of Weak Electric Fields on Brain Activity by SEEG Measurements in Drug-resistant Focal Epilepsy Patients,GALVANI PS-2,False,False,False,DEVICE
🟥,rouge,NCT02827955,,2023,Evaluation of Bilateral Gamma Knife Thalamotomy in Patients Presenting With Severe Essential Tremor,VIMBIL,False,False,False,DEVICE
🟥,rouge,NCT02120040,,2023,,PsychoVHL,False,False,False,OTHER
🟩,vert,NCT01285817,,2023,A Phase II Clinical Trial Using Metronomic Oral Low-dose Cyclophosphamide Alternating With Low-dose Oral Methotrexate With Continuous Celecoxib and Weekly Vinblastine in Children and Adolescents With Relapsed or Progressing Solid Tumours.,SFCE METRO 01,True,True,True,DRUG
🟥,rouge,NCT02335996,,2023,Impact Hypercortisolism on Adipose Epicardial and on Myocardial Function,Hyper-Cor,False,False,False,BIOLOGICAL
🟩,vert,NCT02307747,,2023,Disruption of Circadian Rhythm and Healthcare-related Infection in Patients With Severe Trauma,,True,True,True,OTHER
🟥,rouge,NCT00682812,,2023,Significance of the High-risk Hpv Viral Load,,False,False,False,OTHER
🟩,vert,NCT02152358,,2023,"Efficacy of a Preemptive Treatment by Ganciclovir or by Aciclovir in ICU Patients Requiring Prolonged Mechanical Ventilation and Presenting a Viral Replication (CMV and/or HSV) - Prospective, Randomized, Double-blinded Multicenter Trial",PTH,True,True,True,DRUG
🟩,vert,NCT01284829,,2023,Performance of 18F-Fluorodeoxyglucose Positron Emission Tomography (FDG-PET) in the Diagnosis of Indeterminate Adrenal Tumors on Conventional Imaging: A French Prospective Multicentric Study,,True,True,True,OTHER
🟥,rouge,NCT02333565,,2023,Combination of Everolimus and Octreotide LAR in Aggressive Recurrent Meningiomas.,CEVOREM,False,False,False,DRUG
🟩,vert,NCT02205060,,2023,Interventionnal and Randomized Study Measuring Virtual Reality Cue Exposure for the Relapse Prevention of Tobacco Consumption Versus Cognitive and Behavioral Approaches Therapy,,True,True,True,OTHER
🟥,rouge,NCT03341949,,2023,Soluble CD146 and Proteinuria in Chronic Renal Disease,CPinMRC,False,False,False,BIOLOGICAL
🟥,rouge,NCT02150408,,2023,Evaluation of PET-CT Using Somatostatin Agonists Labeled With Gallium68 in Neuroendocrine Tumors,DOTATATENET,False,False,False,OTHER
🟥,rouge,NCT03852108,,2023,Impact of a Procedure With Socio-aesthetic Care on Anxiety and Pain Scale in the Early Rest of Pulmonary Transplant.,,False,False,False,OTHER
🟥,rouge,NCT03581331,,2023,Consequence of Unilateral Vestibular Loss on Visual Abilities,SVorthoptie,False,False,False,DIAGNOSTIC_TEST
🟥,rouge,NCT02296216,,2023,LateR-Ac Study: Late Effects of Radiosurgery on Acromegaly Study,LateRAc,False,False,False,DEVICE
🟥,rouge,NCT02872415,,2023,Impact of Alternative Blood Glucose Testing Site (Forearm) on Pain Reduction in Preterm Neonates.,NOBOBO,False,False,False,BIOLOGICAL
🟥,rouge,NCT04782869,,2024,Personalized Multichannel Transcranial Direct Current Electrical Stimulation (tDCS) in Drug-resistant Epilepsy: Evaluation of Therapeutic and Neurophysiological Effects,GALVANI PS-1,False,False,False,DEVICE
🟥,rouge,NCT05407337,,2024,"Single Center, Randomized, Comparative, Prospective Interventional Study Evaluating the Impact of Brief Psychotherapy by Narrative Exposure Therapy (NET) on the Reduction of Symptoms of Post Traumatic Stress Disorder in Refugee and Asylum Seeking Women in the Program SINDIANE in Marseille",SINDIANE,False,False,False,BEHAVIORAL
🟥,rouge,NCT00420693,,,Interest of Using the Sevoflurane in the Prevention of Newborns Pain,,False,False,True,DRUG
🟥,rouge,NCT00485784,,,Interest of Circulating Endothelial Biomarkers in Vascular Pregnancy Complications,,False,False,False,OTHER
🟥,rouge,NCT00998231,,,Major Depression and Messenger RNAs,,False,False,False,BIOLOGICAL
🟥,rouge,NCT00484523,,,Constitution of a Standardized Neural Imaging Database in Healthy Subjects,,False,False,True,PROCEDURE
🟥,rouge,NCT00919685,,,Investigations of New Markers in Patients With Shock,,False,False,False,BIOLOGICAL
🟥,rouge,NCT00922909,,,Executive Control Analysis in Patients Suffering From Parkinson Disease and Treated by Deep Brain Stimulation (Chronometric and Electromyographic Approach During a Simon Task),,False,False,False,BEHAVIORAL
🟥,rouge,NCT01284738,,,Beta-thalassemia and Microparticles,,False,False,False,OTHER
🟥,rouge,NCT01277068,,,Effects of Various Bariatric Surgical Procedures on Intestinal Triglyceride-rich-lipoprotein (TRL) Metabolism in Obese Patients,,False,False,True,PROCEDURE
🟥,rouge,NCT00893568,,,Post Traumatic Stress Disorder and Neural Mechanisms Involved in Its Treatment,,False,False,False,OTHER
🟥,rouge,NCT01284816,,,Impact of Bariatric Surgery on Epicardial Adipose Tissue and on Myocardial Function,,False,False,True,PROCEDURE
🟥,rouge,NCT02834130,,,"Input of a Multidisciplinary Device Including a Psychological Approach, to Accompany the Announce of Diagnosis for Young Children With Serious Constitutional Hemorrhagic Disease and Their Families",ACADHEM,False,False,False,BEHAVIORAL
🟥,rouge,NCT00949520,,,Dual Source Computed Tomography (DSCT) During Injection of Dipyridamole : a New Technique for Myocardial Ischemia Assessment,,False,False,False,OTHER
