statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📕,rouge,résultat et / ou publication posté,NCT00873392,,,2013,"Efficacy of Transdermal Nicotine, on Motor Symptoms in Advanced Parkinson's Disease(One Daily Administration).A Controlled Randomised Study, in Two Parallel Groups and Single Blind in 40 Patients.",NICOPARK2,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01602250,,,2013,Prevention of Systemic Toxicity Induced by Levobupivacaine and Ropivacaine by Intralipid®,TOXALIP,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00545350,,,2013,Randomized Controlled Trial of Prevention of Fall-related Fractures and Other Injuries by Physical Exercise Among Community Dwelling Elderly Women,Ossébo,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT00701532,,,2013,Dopamine Transporter (DAT) in Pharmacological Treatments of Cocaine Dependence. CAIMAN (Cocaine Addiction Imaging Medications and Neurotransmitters) Study,CAIMAN,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00467883,,,2013,AMBIZYGO: Efficacy of High Dose [10 mg/kg/j] Liposomal Amphotericin B (Ambisome)Efficacy in Initial Zygomycosis Treatment:Phase II Trial,AMBIZYGO,False,True,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00827411,,,2013,"Double Randomization of a Monitoring Adjusted Antiplatelet Treatment Versus a Common Antiplatelet Treatment for DES Implantation, and a Interruption Versus Continuation of Double Antiplatelet Therapy, One Year After Stenting",ARCTIC,False,True,True,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01059136,,,2014,Aldosterone Lethal Effects Blocked in AMI Treated With or Without Reperfusion to Improve Outcome and Survival at Six Months Follow-up: THE ALBATROSS TRIAL,ALBATROSS,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01000103,,,2014,Using Repetitive Transcranial Magnetic Stimulation (rTMS) in the Rehabilitation of Chronic Spatial Neglect After Stroke: A Double Blind Study,NEGLECT,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01349530,,,2014,Evaluating of the Benefit to the Patient by Managing of His Anticoagulation Treatment by an Anti-coagulation Clinic,CREATIF,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02127567,,,2014,The Evaluation of a CONSORT Based Online Writing Tool: a Randomized Controlled Trial,COBWEB,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01443039,,,2014,"Phenotypical Approach of the Drug Metabolizing Hormones Activity (CYP1A2, CYP2D6, CYP2C9, CYP2C19, CYP3A4 and P-gp) Before and After Roux-en Y-Gastric Bypass. The SODA Protocol: Surgery for Obesity and Drug Availability",SODA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT00724113,,,2014,Evaluation of the Effectiveness of ARTHRO -Distension Plus Intensive Mobilisation in Shoulder Capsulitis,CAPSULITE,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00478803,,,2014,Conservative Aortic Valve Surgery for Aortic Insufficiency and Aneurysms of the Aortic Root,CAVIAAR,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01806805,,,2014,"Comparative Study of the Efficiency of Zonisamide in Myoclonus Dystonia: A Monocentric , Randomized in Cross Over and Double Blind Study Versus Placebo Study",EpsilonZêta,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02036736,,,2014,Randomized Study Evaluating the Influence of the Strategy Intraoperative Anesthetic (Desflurane Versus Propofol) on Cognitive and Psychomotor Functions in Output Post Interventional Room Monitoring,Cognides,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01470755,2011-002261-38,,2014,Study on Dose-response to Bronchodilator Then Bronchodilator Dose-finding Using the Flow Interruption Technique in Children Aged 2.5 TO 6 Years,DORESI,False,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01739985,,,2014,Postoperative Vomiting in Children: Evaluation of the Addition of Droperidol to Conventional Bi-prophylaxis,VPOP2,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01935752,,,2014,Pathophysiological Mechanisms of Fibromuscular Dysplasia,MeDyA,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01415700,,,2014,Implanted Functional Electrical Stimulation of the Levators of the Ankle Versus Orthosis in the Treatment of Chronic Foot Neurological STEPPAGE-gait by Central Attack,STEPSTIM,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01915875,,,2014,Impact of Global Care of the Pain at Chronic Painful Patients Affected by Cystic Fibrosis,MUCO-SOPHRO,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01153789,,,2014,Evaluation and Medical Care of Oculomotor Dysfunction Leading to Vertigo in Children,VERVE,False,False,False,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01732159,,,2014,Impact of a Checklist on the Rate of Late Cancellation in Ambulatory Surgery,AMBUPROG,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02797496,,,2014,"Comparison of Two Rehabilitation Programs in Patients With Mild to Moderate Parkinson's Disease. A Randomized, Controlled Study.",ASYMOT,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT00970723,,,2014,Role of High Blood Pressure and Sleep Apnea in Type 2 Diabetic Macular Edema,OMHADIA,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT01325636,,,2014,Injection of CD4 and CD8 + T Cells Anti-CMV or Anti-adenovirus for the Treatment of Viral Infections Occurring After Allogenic Hematopoietic Stem Cell Transplantation (HSCT),CTLantiCMV,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01022008,,,2014,Respiratory Improvement of Faciocraniosynostosis by Craniofacial Osteodistraction,CRANIORESP,False,False,True,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01627639,,,2014,A Randomized Trial to Evaluate Effectiveness of Acetazolamide in COPD Patients Developing Metabolic Alkalosis During Invasive Mechanical Ventilation,DIABOLO,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01354288,,,2014,Therapeutic Education in Very Young Children With Diabetes Mellitus. Evaluation of the Impact of a Specific Tool for Parents on Glycemic Control and Prevention of Acute Events (Hypoglycemia and Ketosis),DIAB-EDUC,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00639743,,,2014,Comparison Trial Evaluating Efficacy and Safety of Single i.v. Bolus Tenecteplase Plus Standard Anticoagulation as Compared With Standard Anticoagulation in Normotensive Patients,PEITHO,True,True,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00822536,,,2014,Optimal Duration of Dual Antiplatelet Therapy After Drug Eluting Stent (DES) Implantation,OPTIDUAL,True,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00318188,,,2014,Effects of a Personalized Standardized Rehabilitation Program on the Quality of Life of Patients With Systemic Sclerosis Patients : a Randomized Controlled Trial,SCLEREDUC,False,False,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01195818,,,2014,"Effect of RAS Inhibitors on Albuminuria, Hyperfiltration and Endothelial Dysfunction in a Sickle Cell Disease Population.",RAND,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01521312,,,2014,"A Randomized, Double Blind, Placebo Controlled, Pilot Study to Evaluate ACute and Chronic Effects of Saxagliptin on Impaired Glucose Tolerance and micro-and Macro-vascular Integrators",ACCES,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01160263,,,2014,Study of Dopamine and Serotonin Transporters in Patients With Amyotrophic Lateral Sclerosis and Controls. Analysis With 123I-FP-CIT (Datscan) and 123I-ADAM Brain SPECT,DOSERAL,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02336477,,,2014,Efficacy and Safety of Mexiletine in Non-dystrophic Myotonias,MYOMEX,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02244931,,,2014,"Comparison of Three Assisting Devices to Power Manual Wheelchairs in Patients With Spinal Cord Injury : Assessment of Biomechanical, Physiological and Functional Properties.",PAPAW,True,True,True,DEVICE
📕,rouge,résultat et / ou publication posté,NCT01627665,,,2014,New Oral Anticoagulant Drugs Dabigatran Etexilate and Rivaroxaban: Influence of Genetic Factors in Healthy Volunteers,DRIVING,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT00603421,,,2014,Effectiveness of a 24 Hour Phone Line on the Rate of Suicide Attempts in Borderline Patients,,False,False,True,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00999583,,,2014,"High Dose of Erythropoietin Analogue After Cardiac Arrest: a Multicentre, Randomised, Controlled Trial (Epo-ACR-02 Trial)",Epo-ACR-02,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01848509,,,2014,A Telemedicine System for the Follow-up of Patients With SAS,Respir@dom,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01167491,,,2014,Activating Receptors and DAP12 Protein in Wegener's Granulomatosis,DAP12WEGENER,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT01243684,,,2014,Structural Spinal Cord Integrity in Patients With Cervical Spondylosis in Relation to Clinical Status,Tractocervical,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02110797,,,2014,Osteoporosis in RETT Syndrome. Understanding the Mechanisms and Identification of Biomarkers.,OSRETT,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00577616,,,2014,Randomized Study Comparing Endovascular Repair Versus Conventional Repair for Ruptured Aorta-iliac Aneurysms,ECAR,False,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02876653,,,2014,Accelerated Aging in Middle-Aged Men With Sleep-disordered Breathing.,SAOS,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01430286,,,2014,Evaluation of a Web-based Psycho-Educational Program for Informal Caregivers of Patients With Alzheimer's Disease (AD).,DIAPASON,True,True,True,BEHAVIORAL
📕,rouge,résultat et / ou publication posté,NCT01822743,,,2014,A Single Blind Cross Over Trial to Compare Osteopathic Compression of Pterygopalatine Node to Sham in Patients With Obstructive Sleep Apnea Syndrome and in Healthy Subjects,OSTEOSAOSII,False,False,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT01113996,,,2014,Optimization of Monitoring Patients Who Are Obese Surgery for Gastric By-pass Protein Supplementation and Physical Training: Interventional Randomized Trial,PROMISE,False,False,True,BEHAVIORAL
📕,rouge,résultat et / ou publication posté,NCT01777347,,,2014,3% Hypertonic Saline to Reduce Hospitalization Rate in Acute Viral Bronchiolitis: a Randomized Double Blind Clinical Trial,GUERANDE,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01114022,,,2014,Comparison of Prevention Bacterial Inhalation of Patients on Mechanical Ventilation by Using Endotracheal Tube Balloon Polyvinyl Chloride or Polyurethane,Top-cuff,True,True,True,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00385086,,,2014,Efficacy of TNF-alpha Inhibition in Sciatica With Post-operative Lumbar Spinal Fibrosis,,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01599676,,,2014,"""Effect of Citrulline Supplementation on Muscle Strength in Elderly Institutionalized Subjects Undergoing an Exercise Training Programme. """,CITREX,False,False,False,DIETARY_SUPPLEMENT
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00930618,,,2014,"NOCETER, a Multicenter Double Blind Placebo-controlled Randomized Trial: Reduction of CEsareans in Post TERm Pregnancies: Impact of Outpatient Cervical Ripening With NO Donors",NOCETER,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02686190,,,2014,Effects of Bright Light to Improve Agitation and Sleep Disorders in Patients With Alzheimer's Disease,ALZ-Light,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01769261,,,2014,Sentinel Patients : Value of an Information System Collecting Patient's Own Report on His Healthcare Management. Application to the Detection of Adverse Events After Hospital Discharge.,SENTIPAT,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01025141,,,2014,Study of the Efficacy of Skeletal Anchorage (MINISCREW) Compared to Dental Anchorage During Orthodontic Treatment,Minivis,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01687517,,,2014,Determination of the Efficacy and Safety of the Seasonal Influenza Vaccine Among Patients Suffering From Sarcoidosis.,SARCOVAC,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT01193816,,,2014,Assessment of Loxapine in the Management of Restlessness During Mechanical Ventilation Weaning,Sevralox,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00327678,,,2014,Young Adult With Acute Lymphoblastic Leukemia (ALL) : a Multicentric Protocol. GRAALL 2005 : T ALL or B ALL Non Ph GRAALL 2005 R : B ALL Non Ph CD20+ GRAAPH 2005 : ALL Ph,,True,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01412892,,,2014,"A Single Arm, Multicenter Phase II a Trial of RAD001 as Monotherapy in the Treatment of Neurofibromatosis 1 Related Internal Plexiform Neurofibromas That Cannot be Removed by Surgery",NFitor,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01150344,,,2015,Effectiveness and Safety Evaluation of the Riamet® Versus Malarone® in the Treatment of Uncomplicated Malaria : a Multicentric Study,MalaRia,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02050542,,,2015,Comparison of Prostate Cancer Detection Rates Obtained With Multiparametric MRI Targeted Transrectal Ultrasound Biopsies and Systematic Transrectal Ultrasound Biopsies.,MURIELLE,False,False,False,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01385826,,,2015,Evaluation of the Efficacy of Adalimumab for the Treatment of Uveitis in Juvenile Idiopathic Arthritis: Randomized Double-blind Placebo-controlled Trial,ADJUVITE,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01473498,,,2015,Personalized Haemodynamic Management of Septic Shock: Influence of Mean Arterial Pressure Level on Renal Function: Randomized Controlled Trial,DORESEP,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01648777,,,2015,Cicatricial Analgesia Catheters Outcome on Bronchopulmonary Infection Number With Sternotomy Cardiac Operated,STERNOCAT,False,False,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01627704,,,2015,16α-[18F]-Fluoro-œstradiol PET: an in Vivo Biomarker Predicting Response to Hormone Treatment of Metastatic Breast Cancer?,ESTROTEPREDIC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02096822,,,2015,Efficacy of Facilited Tucking and Non-nutritive Sucking of Sterile Water to Relieve Preterm Infants From Pain During Heel-stick Procedures.,BABYDOUL,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02898142,,,2015,Evaluation of Intestinal and Hepatic Parts in Fasting Postprandial Hypertriglyceridemia in Patients With or Without Metabolic Syndrome,TRIGPP,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01854450,,,2015,Evaluation of Asymmetrical Lateral Decubitus for Rotation of Occipitoposterior Fetal Position During Labor : EVADELA Multicentre Randomized Trial,EVADELA,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT02869932,,,2015,Prospective Study of the Phenotypic Expression of Cystic Fibrosis (CF) Screened Positive Newborns With an Atypical Form of CF (DPAM),DPAM,False,False,True,RADIATION
📘,bleu,pas de résultat ni de publication,NCT01407484,,,2015,Diagnosis and Treatment of Male Infertility Related to Inflammatory Syndrome: Therapeutic Trial,SIGMA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01197053,,,2015,"ARACHILD: A Multicentric, Double Blind Placebo-controlled Pilot Protocol to Study the Efficacy and Safety of an Epicutaneous Immunotherapy in Children Allergic to Peanut",ARACHILD,False,False,False,BIOLOGICAL
📕,rouge,résultat et / ou publication posté,NCT02297048,,,2015,"Monocentric STUDY, Randomised Double Blinded (Healthy Subjects, or Transversal (Patients With Gitelman Syndrome)",DEPROGE,False,False,True,DIETARY_SUPPLEMENT
📘,bleu,pas de résultat ni de publication,NCT01648686,,,2015,Bone Healing After Dental Extraction in Postmenopausal Osteoporotic Women Treated With Alendronate Per os (70 mg Weekly),BOCOMEDEN,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT01604330,,,2015,"Alcohol Treatment: Pragmatic Therapeutic Trial Randomized, Double-blind for a Year in Ambulatory Care of Baclofen Versus Placebo.",BACLOVILLE,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01984957,,,2015,Differential Study of Muscle Transcriptome in Patients With Neuromuscular Disease and Control Subjects,TRANE,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02287649,,,2015,Fc Gamma RIIIA V/F158 Polymorphism and Auto-reactive B and T Cells Subsets in Adult's Immune Thrombocytopenia (ITP) and Correlations With Treatment,Poly-ITP,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00624260,,,2015,Impact of PET Scan on the Curative Strategy of Colo-rectal Cancers : A Randomized Study,ITEP,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01420133,,,2015,Is a Low Salt Diet and Low Sugar Content Necessary When Corticosteroid Treatment is Prescribed?,Cortisel,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT01407653,,,2015,Evaluation of the Analgesic Effect of a Prototype Device of Virtual Reality in a Population of Patients With Chronic Low Back Pain. A Randomized Controlled Trial Using a Modified ZELEN Method,REVLOC,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01980433,,,2015,Study of Writing Improvement in Patients With Wilson Disease and Dystonia After One Session of Inhibitory Repetitive Transcranial Magnetic Stimulation,WILSTIM,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01311765,,,2015,Comparison of Two Durations of Antibiotic Therapy in the Treatment of Severe Postoperative Peritonitis Admitted in Intensive Care Unit: a Randomised Multicentre Study,DURAPOP,False,True,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT01651585,,,2015,In Utero Treatment of Cytomegalovirus congénitale Infection With Valacyclovir : Prospective Multicenter Nonrandomized Trial,CYMEVAL2,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00986765,,,2015,"Low Molecular Weight Heparin, Enoxaparin, to Prevent Adverse Maternal and Perinatal Outcomes in Women With Previous Severe Preeclampsia at Less Than 34 Weeks' Gestation. A Prospective Randomized Trial",HEPEPE,True,True,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT01588756,,,2015,Development of a New Non-radioactive Test for Measuring Glomerular Filtration Rate Using the Tetrapeptide N-acetyl-Ser-Asp-Lys-Pro-amide (AcSDKP-NH2),AcSDKP-NH2,False,False,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00647166,,,2015,"Evaluation of a New Treatment Strategy for Patients With Microscopic Polyangiitis, Polyarteritis Nodosa or Eosinophilic Granulomatosis With Polyangiitis (Churg Strauss Syndrome) Without Poor Prognosis Factors",CHUSPAN2,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01837732,,,2015,Effectiveness of Relational Touch in the Management of Chronic Pain in Institutionalized Elderly,EFFITOUREL,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01732185,,,2015,Genetic and Molecular Abnormalities in Congenital Cystic Adenomatoid Malformations,MAKP,False,False,True,GENETIC
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01424553,,,2015,Respiratory Outcome at Adolescence of Very Low Birthweight Infants : the EPIPAGE Cohort,EPIPAGEADO,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01118533,,,2015,"A Prospective, Multicenter, Randomized and Single Bind Trial. Influence of Laryngoscope Blade Material on Postoperative PHARYNGEAL AND LARYNGEAL Morbidity Following Scheduled OroTracheal Intubation",MPLIT,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT00986817,,,2015,Efficacy of Terlipressin in Cirrhotic Patients With Recidivation Ascites Treated With Paracentesis and Albumin. A Multi-center Randomized Controlled Study,TERAS,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01719510,,,2015,Study of the Digestive Colonization of the Newborn Children by the Streptococcus of the Group B,Col-Strepto B,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01911884,,,2015,Assessment of Quality of Global and Sexual Life and Impact of Surgical and Non Surgical Vaginal Aplasia in Patients With a Rokitansky Syndrome,MRKH,False,False,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT00722995,,,2015,"Surgical Treatment for Morbid Obesity by Sleeve Gastrectomy Versus Gastric Bypass. Study Comparing Complications, Efficacy and Quality of Life.",SLEEVE,False,False,False,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT02010268,,,2015,Evaluation of a Clinico-biological Predictive Score of Enterocolitis and Enteropathy of the Preterm Neonates. Usefulness of the Rapid Assay of the Faecal Calprotectin.,CALPROPREMA,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02471976,,,2015,Impact of a Computer-assisted Tool to Help Reflection on the Decision to Withhold or to Withdraw Treatments for Surgical Patients in Intensive Care Units,LATAREA-IV,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02127424,,,2015,Targeted Nurse-driven HIV Screening Using Rapid Tests in Emergency Departments in the Metropolitan Paris Region,DICI-VIH,True,True,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02343107,,,2015,E-coaching for Patients With Abdominal Obesity and Type 2 Diabetes : the A.N.O.D.E. Study,ANODE,False,True,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT01651546,,,2015,"Development and Psychometric Validation of a Scale Assessing ""the Acceptance"" of Clean Intermittent Self Catheterization in a Neurological and no Neurological Population With Indication to Self Catheterization.",I-CAT,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02041767,,,2015,Assessment of Prostatic Tissue Concentration of Ertapenem After a Pre-operative Administration,ERTAPRO,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02313402,,,2015,A Pilot Study Assessing a New Eye-writing Device Allowing Cursive Writing With Smooth Pursuit Eye Movements in Subjects With ALS,ELY-SLA,False,False,False,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01340404,,,2015,A Multicenter Study Comparing the Results of Allogeneic Stem Cell Genoidentical in Children With Sickle Cell Anemia and Cerebral Vascular Disease Detected by Transcranial Doppler,DREPAGREFFE,False,True,True,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02184819,,,2015,"Effects of Levosimendan Pretreatment in Patients With Low Ejection Fraction (40 % or Less) Undergoing CABG: a Randomised, Double Blind, Multicenter Trial",LICORN,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01935687,,,2015,Clinical Evaluation of Instrumented Wheel of Wheelchair as Biomedical Device Quantifying the Displacement Efficiency,FRM,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00773227,,,2015,Treatment of Dysphagia in Oculopharyngeal Muscular Dystrophy by Autologous Transplantation of Myoblasts,OPMD,True,True,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01891448,,,2015,Impact of an Intervention Using a Web-based Tool to Improve the Reporting of Randomized Controlled Trials,WebCONSORT,False,True,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT01848587,,,2015,Trial of Acupuncture Pelvic and Low Back Pain in Pregnancy (TAPPP),GAME,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01988909,,,2015,"An Open-Label Study to Examine the Safety and Efficacy, of WR 279,396 (Paromomycin + Gentamicin Topical Cream) for the Treatment of Cutaneous Leishmaniasis in France",PAGELEC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02159417,,,2015,"Feasibility of the Therapeutic Education of the Patients Diabetics Imprisoned at the Paris Jail ""La Santé"" (Maison d'arrêt Paris La Santé)""",EPRIDIA,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01197040,2009-011170-15,,2015,Low Steroid Dose Combined With Mycophenolic Acid (Myfortic) Compared With High Dose Steroid for Minimal Change Nephrotic Syndrome,MSN,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01915745,,,2015,Evaluation of the Efficacy of a Mobile Phone Short Message Service on Post-fracture Management for Patients Who Consult to the Emergency Department,Ostéo-SMS,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,,2011-003432-32,,2015,"Etude randomisée en double aveugle de l’efficacité du topiramate sur les symptômes d’irritabilité - impulsivité, d’hyperphagie et d’automutilation dans une population de patients atteints du Syndrome de Prader Willi sur 8 semaines.",TOPRADER,False,False,False,
📘,bleu,pas de résultat ni de publication,,2006-004218-42,,2015,Essai thérapeutique de phase IIA évaluant l'efficacité du Bortezomib (velcade) chez les patients atteints de la maladie de Waldenstrom en phase avancée,WM2,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01410019,,,2015,Protocol No. 2 of Gene Therapy for X-linked Severe Combined Immunodeficiency (SCID-X1) Using a Self Retroviral Vector - SCID2,SCID2,True,True,True,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT00804531,,,2015,Intra-discal Steroid Injection for MODIC I Discopathy: A Randomized Control Trial,PREDID,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01092962,,,2015,Cyclophosphamide Versus Mycophenolate Mofetil for Children With Steroid-dependent Idiopathic Nephrotic Syndrome : a Multicenter Randomized Controlled Trial,NEPHROMYCY,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01862289,,,2016,Prevalence of Hyperventilation Syndrome in Difficult Asthmatics Uncontrolled Despite a Daily Maximal Doses of Inhaled Treatment,PRESH,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02343094,,,2016,Phenylbutyrate Effect on Lcn2 Urianry Expression in Proteinuric Patients,PIRATE,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01952522,,,2016,Comparison of Two Rehabilitation Programs to Improve Walking in Community-dwelling People After Stroke,ANANTA,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT01688349,,,2016,Comparative Study of Subcutaneous and Visceral Adipose Tissue in Patients Affected by Cushing Syndrome Versus 2 Controls Population,LIPOCUSH,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT00632567,,,2016,Anal Incontinence After Delivery. Secondary Prevention With Caesarean Section.,EPIC,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01431430,,,2016,Prospective Double Blind Multicentre Randomized Trial of Vitamine D Estimating the Profit of a Treatment by Vitamin D3 at the Dose of 100000 UI by Comparison With a Treatment in the Dose of 12 000 UI at Renal Transplanted Patients,VITALE,True,True,True,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01648738,,,2016,"Effectiveness of a Short, Intensive and Standardised Spa Therapy for Subacute and Chronic Low Back Pain on Return to Work for Patients in Sick Leave From 4 to 24 Weeks Duration : a Randomized Controlled Trial Using a Modified Zelen Method",ITILO,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT01008657,,,2016,"Multipolar Radiofrequency Ablation for the Treatment of Hepatocellular Carcinoma Using Classical Intranodular Technique Versus Extra Nodular Technique So-called ""No Touch"" Technique: A Prospective Randomized Trial",ARMCENVIN,False,False,False,PROCEDURE
