S,NCTId,eudraCT,study_completion_year,title,acronym,has_results_or_publications_within_1y,has_results_or_publications_within_3y
🟥,NCT04041817,,2023,Pulmonary and Ventilatory Effects of Trigger Modulation in Intubated ICU Patients Spontaneously Breathing With Pressure Support Ventilation. A Physiopathology Exploratory Study.,Trigger,False,False
🟥,NCT04107545,,2023,"Metabolic, Functional and Nutritional Responses to Weight Cycling in Athletes: The WAVE Study",WAVE,False,False
🟩,NCT05225376,,2023,Physical Activity and Sedentary Lifestyle During Pregnancy: Feasibility and Impact Study on Sedentary Behavior,PregMouv,True,True
🟥,NCT04487639,,2023,Presence of SARS-CoV-2 in Semen: Impact on Fertility Preservation in Male Oncological Patients During the COVID-19 Pandemic ?,FERTICOVID,False,False
🟥,NCT04438317,,2023,Thoracic Drains in Intensive Care Units. Comparison of Seldinger and Surgical Methods: A Prospective Randomized Multicenter Study,DrainICU,False,False
🟥,NCT04334083,,2023,Biomarkers Of Job STRess In Emergency Senior Physicians - Detection of Stressful Events,JOBSTRESS,False,False
🟥,NCT04864028,,2023,Energy Adaptations During Active Workstation Use: Strategy for Individualization of Active Desk Programs,PROFILE,False,False
🟥,NCT03818243,,2023,Circadian Character of Food Compulsions and Impulses Control Disorders in Parkinsonian Patients With and Without Resting Leg Syndrome,RLS nighfood,False,False
🟥,NCT03971513,,2023,"Trans Abdominal Plane Block (TAP Block) in Surgery of Stoma Reversal and Its Effect on Post Operative Recovery: a Prospective, Randomized, Muticenter Study",Tapas,False,False
🟥,NCT04264949,,2023,E-lombactifs: Evaluation of the Impact a Smartphone Application on Adherence an Exercise Program in Chronic Low Back Pain,E-lombactifs,False,False
🟩,NCT04887077,,2023,Digital Intervention Promoting Physical Activity Among Obese People Randomized Controlled Trial: Assessing the Effects of a Digital Intervention to Promote Physical Activity in Patients With Obesity and/or Type 2 Diabetes Mellitus,DIPPAO,True,True
🟥,NCT06017440,,2023,Effect of Acute Exercise on Sensory and Hedonic Responses to a Fixed Meal in Adolescents With Obesity,SMASH,False,False
🟥,NCT03981432,,2023,Identification of the Physical and Dietary Profile on Constitutionally Lean People: the NUTRILEAN Study,Nutrilean,False,False
🟥,NCT03966092,,2023,Analgesic Effect of Bilateral Quadratus Lumborum Block in the End of Colorectal Laparosopic Surgery: a Prospective Randomized Pilot Study,Coloqual,False,False
🟥,NCT03915223,,2024,Interest of Preoperative Corticosteroid Therapy for Surgical Fractures of the Lower Limb,ICOMI,False,False
🟩,NCT05254639,,2024,Evaluation of the Efficacy of Donepezil in the Treatment of Oxaliplatin-induced Peripheral Neuropathy: Proof of Concept Study,DONEPEZOX,True,True
🟥,NCT05416190,,2024,Effect of Injectable Anticoagulants on Research for a Circulating Lupus-type Anticoagulant,ANTICOLA,False,False
🟥,NCT05026281,,2024,"Intérêt de l'Utilisation du ""Quantra® Haemostasis Analyser"" Lors de la Prise en Charge Des Patients présentant Une hémorragie Grave Sous Anticoagulant Oral",BOA,False,False
🟥,,2012-002123-15,,Intérêt d’un bloc nerveux bi-tronculaire (fémoral + sciatique) prolongé associé systématiquement à l’anesthésie générale au cours du pontage fémoro-poplité : étude de l'analgésie post-opératoire et de la circulation périphérique d’aval.,BLOC-FEMPOP,False,False
🟥,,2012-002768-28,,Rôle de la dopamine dans le comportement d’aversion à la perte : étude chez le patient parkinsonien,Aversion à la perte MPI,False,False
🟥,,2015-005601-37,,"IMPACT OF 5% LIDOCAINE MEDICATED PLASTER ON ALLODYNIC SYMPTOMS OF LOCALIZED NEUROPATHIC PAIN AFTER KNEE SURGERY. A prospective, randomized, placebo controlled study in parallel groups. 
 
 
 
 Impact de l’utilisation de patch de Lidocaïne 5% sur les douleurs neuropathiques à type d’allodynie après chirurgie du genou 
 Étude prospective, randomisée, en double aveugle, contrôlée versus placebo",,False,False
